Season,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mx,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mx,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2024,44,380,,,,,,,,,,,,,,,-1.22,,,,,,,,,,,,,,,1.71,1.77,1.99
2024,38,460,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,1.27,1.53,2.17
2024,11,423.5,,,,,,,,,,,,,,,-0.66,,,,,,,,,,,,,,,-1.17,0.28,0.01
2024,4,544,,,,,,,,,,,76.1,18.06,8.35,7.06,0.88,,,,,,,,,,,0.05,0.21,-0.45,-0.59,-2.09,-1.03,-1.14
2024,48,542,,,,,,,,,,,,,,,0.86,,,,,,,,,,,,,,,-1.6,-0.97,-0.79
2024,31,413.5,,,,,,,,,,,78.9,13.51,8.12,6.22,-0.79,,,,,,,,,,,0.71,-1.29,-0.58,-1.13,-2.04,-1.11,-1.28
2024,40,310.5,,,,,,,,,,,76.9,14.56,9.68,7.02,-2.11,,,,,,,,,,,0.24,-0.95,0.36,-0.61,-1.92,-1.04,-1.25
2024,8,501.5,,,,,,,,,,,72,18.96,7.67,7.3,0.34,,,,,,,,,,,-0.92,0.5,-0.86,-0.43,-1.49,-1,-0.32
2024,49,471,,,,,,,,,,,,,,,-0.05,,,,,,,,,,,,,,,-1.49,-0.94,-0.95
2024,28,381.5,,,,,,,,,,,70.5,17.99,7.01,8.17,-1.2,,,,,,,,,,,-1.27,0.18,-1.26,0.13,-2.48,-1.21,-1.29
2024,44,373.5,,,,,,,,,,,79.7,18.36,7.77,7.46,-1.3,,,,,,,,,,,0.9,0.3,-0.8,-0.33,-1.58,-1.02,-0.9
2024,5,,,,,,,,,,,,77.9,,7.21,,,,,,,,,,,,,0.47,,-1.13,,-2.06,-1.28,-1.29
2024,9,573.5,,,,,,,,,,,73.1,15.46,7.31,8.25,1.26,,,,,,,,,,,-0.66,-0.65,-1.07,0.18,-2.12,-0.94,-1
2024,12,449,,,,,,,,,,,77,15.35,8.01,5.9,-0.33,,,,,,,,,,,0.26,-0.69,-0.65,-1.34,-1.12,-0.82,-0.53
2024,16,513,,,,,,,,,,,78.2,16.19,8.25,7.2,0.49,,,,,,,,,,,0.54,-0.41,-0.51,-0.5,-0.83,-0.54,-0.78
2024,32,439.5,,,,,,,,,,,77.2,,7.15,5.65,-0.46,,,,,,,,,,,0.31,,-1.17,-1.5,-1.74,-1,-1.25
2024,6,628,,,,,,,,,,,77.4,17.68,9.06,7.14,1.96,,,,,,,,,,,0.35,0.08,-0.02,-0.54,-1.9,-1,-1.28
2024,7,481.5,,,,,,,,,,,77.6,,5.85,5.51,0.08,,,,,,,,,,,0.4,,-1.96,-1.59,-0.33,0.02,0.1
2024,35,,,,,,,,,,,,87.6,20.21,10.72,9.57,,,,,,,,,,,,2.75,0.91,0.99,1.03,-0.32,-0.57,-0.89
2024,37,427,,,,,,,,,,,68.8,13.36,6.74,6.85,-0.62,,,,,,,,,,,-1.67,-1.34,-1.42,-0.72,-1.94,-1.02,-1.28
2024,1,405.5,,,,,,,,,,,66.1,16.36,8.11,7.45,-0.89,,,,,,,,,,,-2.3,-0.35,-0.59,-0.34,-1.9,-1,-1.1
2024,21,572,,,,,,,,,,,67.4,21.32,11.21,11.12,1.24,,,,,,,,,,,-2,1.28,1.28,2.03,-1.41,-0.44,-0.4
2024,26,431.5,,,,,,,,,,,82.7,13.82,6.73,6.81,-0.56,,,,,,,,,,,1.6,-1.19,-1.42,-0.75,-1.89,-1.12,-1.21
2024,14,537.5,,,,,,,,,,,80.2,13.47,10.27,7.95,0.8,,,,,,,,,,,1.01,-1.31,0.72,-0.02,-2.18,-1.17,-1.26
2024,38,537.5,,,,,,,,,,,,14.47,8.17,6.26,0.8,,,,,,,,,,,,-0.98,-0.55,-1.1,-2.15,-1.04,-1.14
2024,10,455,,,,,,,,,,,76,19.74,11.59,8.84,-0.26,,,,,,,,,,,0.03,0.76,1.51,0.56,-1.18,-0.83,-0.99
2024,47,,,,,,,,,,,,77.7,20.08,8.98,8.4,,,,,,,,,,,,0.42,0.87,-0.06,0.27,-0.74,-1.09,-1.12
2024,46,494.5,,,,,,,,,,,79.8,12.9,6.84,6.88,0.25,,,,,,,,,,,0.92,-1.49,-1.36,-0.7,-0.66,-0.58,-0.85
2024,2,468.5,,,,,,,,,,,76.3,20.1,6.83,8.88,-0.08,,,,,,,,,,,0.1,0.88,-1.36,0.58,-2.12,-1.17,-1.08
2024,45,,,,,,,,,,,,84.4,16.95,,8.83,,,,,,,,,,,,2,-0.16,,0.55,-0.7,-0.72,-0.75
2024,13,358.5,,,,,,,,,,,78.4,15.21,7.66,7.17,-1.49,,,,,,,,,,,0.59,-0.73,-0.86,-0.52,-1.88,-1.23,-1.21
2024,24,555,,,,,,,,,,,79.5,15.59,8.22,7.24,1.02,,,,,,,,,,,0.85,-0.61,-0.52,-0.47,-1.56,-1.07,-1.2
2024,33,373,,,,,,,,,,,,,,,-1.31,,,,,,,,,,,,,,,-2.58,-1.14,-0.93
2024,29,497,,,,,,,,,,,74.5,15.28,8.2,7.31,0.28,,,,,,,,,,,-0.33,-0.71,-0.54,-0.43,-1.42,-1,-1.15
2024,23,604.5,,,,,,,,,,,80.6,14.23,6.7,7.57,1.66,,,,,,,,,,,1.11,-1.06,-1.44,-0.26,-0.39,-0.71,-1.17
2024,27,403.5,,,,,,,,,,,75.1,14.92,8.3,6.21,-0.92,,,,,,,,,,,-0.19,-0.83,-0.48,-1.14,-2.18,-1.17,-1.37
2024,41,423.5,,,,,,,,,,,73.5,21.65,8.47,7.41,-0.66,,,,,,,,,,,-0.56,1.39,-0.37,-0.36,-0.97,-1.02,-1
2024,19,372.5,,,,,,,,,,,72.3,15.74,7.17,8.36,-1.31,,,,,,,,,,,-0.85,-0.56,-1.16,0.25,-2.04,-1.07,-1.15
2024,22,,,,,,,,,,,,77.1,,9.71,7.04,,,,,,,,,,,,0.28,,0.38,-0.6,-0.95,-0.97,-0.89
2024,34,625.5,,,,,,,,,,,74.6,14.38,8.21,6.73,1.93,,,,,,,,,,,-0.3,-1.01,-0.53,-0.8,-0.63,-0.29,-0.04
2024,18,577.5,,,,,,,,,,,77.7,16.98,8.76,9.55,1.31,,,,,,,,,,,0.42,-0.15,-0.2,1.02,-2.05,-1.11,-1.12
2024,25,285.5,,,,,,,,,,,,,,,-2.43,,,,,,,,,,,,,,,-2.17,-1.36,-1.27
2024,42,585,,,,,,,,,,,78.2,13.54,7.46,7.16,1.41,,,,,,,,,,,0.54,-1.28,-0.98,-0.52,-1.93,-1.2,-1.28
2024,11,457,,,,,,,,,,,85.4,14.63,8.93,,-0.23,,,,,,,,,,,2.24,-0.92,-0.09,,-0.85,-0.95,-1.29
2024,4,530,37.7,0.92,2167,420,0.65,3.64,27.27,0.855,0.132,0.387,,,,,0.7,-0.29,0.19,-0.38,-0.29,-0.32,-0.41,0.78,-0.29,-1.25,0.13,,,,,-2.15,-1.13,-1.07
2024,23,587.5,40.9,0.84,2925,462,0.66,,,,,,,,,,1.44,0.41,-0.31,1.24,0.27,-0.24,,,,,,,,,,-0.2,-0.47,0.25
2024,35,,41.7,1.07,2415,360,0.56,3.44,29.72,0.736,0.454,0.311,,,,,,0.58,1.15,0.15,-1.1,-1.05,-0.54,1.69,-0.91,0.43,-0.28,,,,,-0.01,-0.37,-0.65
2024,17,365,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,-1.09,-0.17,-1.23
2024,47,,49.1,0.9,1982,460,0.74,4.02,26.2,1.023,0.247,0.298,,,,,,2.19,0.07,-0.77,0.25,0.41,-0.16,0.39,0.59,-0.65,-0.35,,,,,0.31,0.09,-0.75
2024,12,455,35.9,0.87,2064,430,0.64,2.91,27.92,,0.055,,,,,,-0.26,-0.68,-0.12,-0.59,-0.16,-0.4,-0.89,1.03,,-1.66,,,,,,-0.97,-0.9,-0.91
2024,38,535,40.7,0.97,2775,378,0.57,2.92,26.69,,0.468,0.573,,,,,0.77,0.36,0.51,0.92,-0.86,-0.97,-0.89,0.57,,0.5,1.12,,,,,-2.21,-0.94,-1.23
2024,11,420.5,38.3,1.06,2797,354,0.65,4.79,26.62,1.038,0.385,0.344,,,,,-0.7,-0.16,1.08,0.97,-1.18,-0.32,0.35,0.54,0.67,0.07,-0.1,,,,,-0.5,-0.45,-0.86
2024,5,,,,,,,3.13,26.59,0.799,,,,,,,,,,,,,-0.75,0.53,-0.58,,,,,,,-1.79,-1.18,-1.09
2024,16,537.5,37.8,1.07,2824,344,0.52,2.03,29.65,0.604,0.485,0.27,,,,,0.8,-0.27,1.15,1.02,-1.32,-1.37,-1.47,1.67,-1.6,0.59,-0.5,,,,,-0.66,-0.76,-0.84
2024,22,,30,0.81,2131,458,0.72,,,,,,,,,,,-1.97,-0.5,-0.45,0.22,0.24,,,,,,,,,,-0.78,-0.62,-0.58
2024,13,,,,,,,1.91,29.68,0.636,0.113,0.336,,,,,,,,,,,-1.55,1.68,-1.43,-1.35,-0.15,,,,,-1.84,-1.14,-0.93
2024,48,539,39.6,0.64,1852,578,0.88,,,,,,,,,,0.82,0.12,-1.58,-1.05,1.84,1.54,,,,,,,,,,-0.84,-0.4,-0.48
2024,14,512.5,50,1.07,2445,394,0.69,2.89,29.01,0.594,0.311,0.289,,,,,0.48,2.39,1.15,0.22,-0.64,0,-0.91,1.43,-1.65,-0.32,-0.4,,,,,-2.13,-0.99,-1.19
2024,10,432.5,33.3,0.92,2633,,0.59,,,,,,,,,,-0.55,-1.25,0.19,0.62,,-0.8,,,,,,,,,,-1.18,-0.55,-1.11
2024,24,,36.3,0.76,2701,544,0.8,4.52,26.71,0.999,0.2,0.283,,,,,,-0.6,-0.82,0.76,1.38,0.89,0.17,0.58,0.46,-0.9,-0.43,,,,,-1.56,-1.14,-1.11
2024,33,467,,,,,,,,,,,,,,,-0.1,,,,,,,,,,,,,,,-1.67,-0.95,-0.93
2024,27,511.5,38,0.74,2346,530,0.74,6.62,24.02,1.072,0.297,0.23,,,,,0.47,-0.23,-0.95,0.01,1.19,0.41,1.56,-0.42,0.85,-0.39,-0.71,,,,,-2.25,-1.27,-1.16
2024,18,572.5,39.9,0.86,2464,454,0.67,7.07,23.5,0.89,0.005,0.061,,,,,1.25,0.19,-0.19,0.26,0.17,-0.16,1.86,-0.62,-0.1,-1.92,-1.62,,,,,-2.04,-0.82,-0.97
2024,28,439,33.5,0.79,2082,440,0.67,3.67,24.4,0.807,0.188,0.514,,,,,-0.46,-1.21,-0.63,-0.56,-0.02,-0.16,-0.39,-0.28,-0.54,-0.96,0.81,,,,,-2.19,-1.11,-0.81
2024,26,409.5,38.8,0.79,2093,528,0.9,1.79,27.59,0.846,0.479,0.569,,,,,-0.84,-0.05,-0.63,-0.53,1.16,1.7,-1.63,0.9,-0.33,0.56,1.1,,,,,-1.99,-1.2,-1.25
2024,9,588,37.8,0.91,2719,424,0.63,3.11,27.67,0.919,0.053,0.377,,,,,1.45,-0.27,0.13,0.8,-0.24,-0.48,-0.76,0.93,0.05,-1.67,0.07,,,,,-2.15,-1.07,-1.04
2024,34,594,40.8,0.87,2388,,0.67,2.93,28.98,0.576,,,,,,,1.52,0.38,-0.12,0.1,,-0.16,-0.88,1.42,-1.74,,,,,,,-0.64,-0.46,-0.71
2024,32,434,40.4,0.93,2779,406,0.61,2.5,25.3,0.659,0.142,,,,,,-0.53,0.3,0.26,0.93,-0.48,-0.64,-1.16,0.05,-1.31,-1.2,,,,,,-1.81,-1.21,-1.12
2024,44,360.5,40.1,0.65,1467,556,1,6.4,25.81,0.901,,,,,,,-1.47,0.23,-1.52,-1.87,1.54,2.5,1.42,0.24,-0.05,,,,,,,-1.73,-1.2,-1.07
2024,41,,,,,,,2.88,27.1,0.873,,0.353,,,,,,,,,,,-0.91,0.72,-0.19,,-0.06,,,,,-1.05,-1.13,-0.9
2024,40,299,39.6,0.81,2007,456,0.72,3.73,25.21,0.797,0.235,0.4,,,,,-2.26,0.12,-0.5,-0.72,0.19,0.24,-0.35,0.02,-0.59,-0.72,0.2,,,,,-1.82,-1.19,-1.12
2024,7,483.5,33.4,0.85,2015,418,0.66,3.18,26.24,0.903,0.042,,,,,,0.11,-1.23,-0.25,-0.7,-0.32,-0.24,-0.71,0.4,-0.04,-1.73,,,,,,-0.29,-0.69,-0.73
2024,1,,36.5,0.91,2253,388,0.7,1.62,28.58,1.01,0.091,0.084,,,,,,-0.55,0.13,-0.19,-0.72,0.08,-1.75,1.27,0.52,-1.47,-1.49,,,,,-1.99,-1.22,-1.18
2024,49,463.5,34.8,0.66,3002,524,0.89,,,,,,,,,,-0.15,-0.92,-1.46,1.4,1.11,1.62,,,,,,,,,,-1.21,-0.67,-0.95
2024,45,,39.5,0.68,1738,596,0.88,3.41,26.2,1.051,0.509,0.57,,,,,,0.1,-1.33,-1.29,2.08,1.54,-0.56,0.39,0.74,0.72,1.1,,,,,-0.75,-0.71,-0.83
2024,36,,37.7,1.21,2291,294,0.44,,,,,,,,,,,-0.29,2.04,-0.11,-1.99,-2.01,,,,,,,,,,-1.26,-1.56,-1.23
2024,42,614,39.7,1.01,1942,392,0.6,4.43,30.18,0.655,0.04,0.161,,,,,1.78,0.14,0.77,-0.85,-0.67,-0.72,0.11,1.86,-1.33,-1.74,-1.08,,,,,-1.61,-1.12,-1.06
2024,6,621.5,38.7,1.26,3352,300,0.53,3.09,30,0.775,0.315,0.396,,,,,1.88,-0.07,2.35,2.15,-1.91,-1.29,-0.77,1.8,-0.7,-0.3,0.17,,,,,-1.99,-0.99,-1.18
2024,19,391.5,33.9,0.76,1734,472,0.71,3.56,28.92,1.143,0.25,0.47,,,,,-1.07,-1.12,-0.82,-1.3,0.41,0.16,-0.46,1.4,1.22,-0.64,0.57,,,,,-2.15,-1.26,-1.27
2024,37,410.5,33.8,1.01,2897,370,0.57,,22.58,0.668,0.235,,,,,,-0.83,-1.14,0.77,1.18,-0.97,-0.97,,-0.96,-1.26,-0.72,,,,,,-2.03,-0.86,-0.97
2024,21,589.5,36.3,1.05,2483,358,0.51,1.6,29.57,0.945,0.481,0.252,,,,,1.47,-0.6,1.02,0.3,-1.13,-1.45,-1.76,1.64,0.18,0.57,-0.59,,,,,-1.38,-0.82,-0.57
2024,46,456.5,49.1,0.86,2164,472,0.78,1.97,27.86,0.874,0.255,0.441,,,,,-0.24,2.19,-0.19,-0.38,0.41,0.73,-1.51,1,-0.19,-0.61,0.42,,,,,-0.77,-0.87,-0.85
2024,29,472.5,49.4,0.93,2011,482,0.71,2.34,29.8,0.782,0.053,0.041,,,,,-0.03,2.26,0.26,-0.71,0.54,0.16,-1.27,1.72,-0.67,-1.67,-1.72,,,,,-1.45,-1.02,-1.09
2024,2,396.5,35.4,0.86,1974,402,0.8,2.93,27.66,1.127,0.554,0.692,,,,,-1.01,-0.79,-0.19,-0.79,-0.54,0.89,-0.88,0.93,1.13,0.95,1.76,,,,,-2.12,-1.25,-1.18
2024,31,512,39.1,0.71,1952,554,,2.29,29.85,0.986,0.554,0.501,,,,,0.47,0.01,-1.14,-0.83,1.52,,-1.3,1.74,0.4,0.95,0.74,,,,,-2.08,-1.27,-1.24
2024,8,518,40,0.75,1368,496,0.74,5.44,26.46,0.805,,0.31,,,,,0.55,0.21,-0.89,-2.08,0.73,0.41,0.78,0.48,-0.55,,-0.28,,,,,-1.67,-1.01,-1.23
2024,4,536,38.7,0.96,2192,398,0.66,5.45,28.51,0.884,0.351,0.425,,13.84,7.6,6.54,0.78,-0.07,0.45,-0.32,-0.59,-0.24,0.79,1.24,-0.14,-0.11,0.33,,-1.18,-0.9,-0.92,-0.72,-0.23,0.24
2024,38,540,40.8,1.04,2576,358,0.58,6.32,25.76,1.132,0.598,0.639,80,16.61,9.94,7.76,0.83,0.38,0.96,0.5,-1.13,-0.88,1.37,0.22,1.16,1.18,1.47,0.97,-0.27,0.52,-0.14,-0.51,0.11,-0.08
2024,18,562,41.5,0.87,2574,458,0.67,6.38,26.42,1.134,0.403,0.494,74.1,19.92,10.13,13.07,1.11,0.54,-0.12,0.49,0.22,-0.16,1.4,0.47,1.17,0.16,0.7,-0.42,0.82,0.63,3.28,-0.14,0.46,0.21
2024,17,475,41.9,1.11,2685,368,0.61,6.71,23.57,0.535,0.169,0.345,84.5,19.1,11.41,10.08,0,0.62,1.4,0.73,-0.99,-0.64,1.62,-0.59,-1.96,-1.06,-0.1,2.02,0.55,1.4,1.36,-0.66,0.67,-0.87
2024,26,430.5,39.5,0.76,2068,526,0.81,6.15,26.73,0.703,0.602,0.393,77.8,13.32,7.6,7.37,-0.57,0.1,-0.82,-0.59,1.14,0.97,1.25,0.58,-1.08,1.21,0.16,0.45,-1.36,-0.9,-0.39,-0.11,0,0.15
2024,45,,40.8,0.65,1752,610,0.85,5.85,27.52,1.062,0.533,0.476,80,15.99,11.23,7.91,,0.38,-1.52,-1.26,2.27,1.29,1.05,0.88,0.79,0.84,0.6,0.97,-0.48,1.3,-0.04,0.48,0.17,0.02
2024,25,387.5,,,,,,5.43,21.54,0.683,0.299,0.187,,,,,-1.12,,,,,,0.78,-1.34,-1.18,-0.38,-0.94,,,,,-0.63,-0.57,-0.84
2024,27,465.5,41.9,0.89,2611,432,0.69,4.54,27.06,1.119,0.578,0.222,70.1,17.12,10.03,7.38,-0.12,0.62,0,0.57,-0.13,0,0.19,0.71,1.09,1.08,-0.76,-1.36,-0.1,0.57,-0.38,-0.73,-0.33,0.57
2024,40,402.5,39.5,0.75,1730,454,0.88,4.4,29.28,0.854,0.372,0.332,81.4,15.99,12.64,6.78,-0.93,0.1,-0.89,-1.31,0.17,1.54,0.09,1.53,-0.29,0,-0.17,1.3,-0.48,2.15,-0.77,-0.3,-0.08,0.28
2024,8,528.5,37.9,0.81,1596,478,0.75,4.35,28.79,0.849,0.446,0.595,,22.35,10.47,9.35,0.68,-0.25,-0.5,-1.59,0.49,0.49,0.06,1.35,-0.32,0.39,1.24,,1.62,0.84,0.89,-0.91,-0.46,-0.32
2024,2,506.5,32.3,0.76,1927,456,0.73,6.5,25.9,0.951,0.111,0.472,,21.05,8.46,10.14,0.4,-1.47,-0.82,-0.89,0.19,0.33,1.48,0.28,0.21,-1.36,0.58,,1.19,-0.38,1.4,-0.32,-0.06,0.03
2024,44,372.5,40,0.74,1568,502,0.84,6.11,27.62,0.996,0.141,0.199,76.2,19.16,8.5,8.77,-1.31,0.21,-0.95,-1.65,0.81,1.21,1.23,0.91,0.45,-1.21,-0.88,0.07,0.57,-0.35,0.51,0.12,-0.01,0.28
2024,6,611,39.8,1.13,3418,344,0.49,5.91,27.53,0.761,0.296,0.344,80.5,20.25,13.51,8.41,1.74,0.17,1.53,2.29,-1.32,-1.61,1.09,0.88,-0.78,-0.4,-0.1,1.08,0.93,2.67,0.28,-0.66,-0.14,0.07
2024,22,,30,0.8,2072,480,0.71,,28.08,0.842,0.264,0.047,81.8,18.01,12.85,8.41,,-1.97,-0.57,-0.58,0.52,0.16,,1.08,-0.35,-0.56,-1.69,1.39,0.19,2.28,0.28,0,0.04,0.73
2024,41,395,30.2,0.71,1742,492,0.8,5.77,27.35,1.001,0.333,0.339,75,22.01,9.89,7.65,-1.03,-1.93,-1.14,-1.28,0.68,0.89,1,0.81,0.48,-0.2,-0.13,-0.21,1.51,0.49,-0.21,0.25,0.25,1.15
2024,1,397,38.5,0.84,2219,430,0.71,4.05,27.37,0.967,0.425,0.226,70.4,18.99,9.7,7.87,-1,-0.12,-0.31,-0.26,-0.16,0.16,-0.14,0.82,0.3,0.28,-0.73,-1.29,0.51,0.37,-0.07,-0.64,-0.29,0.69
2024,34,624.5,41.4,0.94,2510,438,0.68,5.87,27.35,0.691,0.081,0.174,76.7,16.16,8.97,7.64,1.92,0.51,0.32,0.36,-0.05,-0.08,1.07,0.81,-1.14,-1.52,-1.01,0.19,-0.42,-0.07,-0.21,0.03,0.07,0.11
2024,29,475.5,47.6,0.87,1910,496,0.73,2.91,29.03,0.761,0.145,0.281,72.6,16.16,9.57,7.57,0.01,1.87,-0.12,-0.92,0.73,0.33,-0.89,1.44,-0.78,-1.19,-0.44,-0.77,-0.42,0.29,-0.26,0.16,0.14,0.12
2024,9,595.5,38.3,0.85,2762,468,0.68,5.53,28.44,0.715,0.129,0.121,72,17.12,8.3,7.72,1.54,-0.16,-0.25,0.89,0.36,-0.08,0.84,1.22,-1.02,-1.27,-1.29,-0.92,-0.1,-0.48,-0.16,-0.35,-0.11,-0.11
2024,14,499,51.8,1.09,2473,384,0.59,4.47,27.54,0.558,0.475,0.378,81.8,15.15,11.53,7.4,0.31,2.78,1.27,0.28,-0.78,-0.8,0.14,0.88,-1.84,0.54,0.08,1.39,-0.75,1.48,-0.37,-0.27,0.31,0.34
2024,46,500,48.2,0.86,2104,456,0.86,5.1,28.84,1.13,0.424,0.7,80.3,14.18,9.43,7.6,0.32,2,-0.19,-0.51,0.19,1.37,0.56,1.37,1.15,0.27,1.8,1.04,-1.07,0.21,-0.24,0.71,0.46,-0.06
2024,47,,45.8,0.85,1999,462,0.7,5.38,27.48,1.156,0.258,0.314,76.7,19.56,8.21,,,1.47,-0.25,-0.73,0.27,0.08,0.74,0.86,1.28,-0.59,-0.26,0.19,0.7,-0.53,,0.75,0.94,-0.04
2024,7,479,31.1,0.79,1928,428,0.65,5.09,26.45,0.783,0.166,,80.1,14.72,9.38,6.14,0.05,-1.73,-0.63,-0.88,-0.18,-0.32,0.55,0.48,-0.66,-1.08,,0.99,-0.89,0.18,-1.18,0.24,-0.37,-0.06
2024,36,,34.8,1.2,2296,292,0.45,,27.57,1.027,0.507,0.15,75.4,21.01,9.99,8.81,,-0.92,1.97,-0.1,-2.02,-1.93,,0.9,0.61,0.71,-1.14,-0.12,1.18,0.55,0.54,0.36,-0.34,0.48
2024,28,380.5,36.4,0.81,2161,452,0.7,6.15,25.89,0.898,0.473,0.524,69.4,21.31,9.05,9.46,-1.21,-0.58,-0.5,-0.39,0.14,0.08,1.25,0.27,-0.06,0.53,0.86,-1.53,1.28,-0.02,0.96,-0.69,-0.14,0.2
2024,48,515.5,41.5,,1814,614,,,,,,,74.5,14.38,9.13,7.58,0.52,0.54,,-1.13,2.33,,,,,,,-0.33,-1.01,0.03,-0.25,-0.37,0.16,-0.06
2024,23,627.5,40.7,0.85,3043,448,0.65,,,,,,,,,,1.95,0.36,-0.25,1.49,0.09,-0.32,,,,,,,,,,0.52,0.46,0.82
2024,19,340,31.4,0.69,1661,496,0.81,6.51,27.48,0.974,0.386,0.559,71.3,22.48,,12.29,-1.73,-1.67,-1.27,-1.45,0.73,0.97,1.49,0.86,0.33,0.07,1.05,-1.08,1.66,,2.78,-0.88,-0.49,-0.13
2024,31,458.5,38.9,0.81,2134,488,0.78,4.63,29.15,1.034,0.48,0.385,76.5,17.38,10.46,6.31,-0.21,-0.03,-0.5,-0.45,0.63,0.73,0.25,1.48,0.65,0.57,0.12,0.14,-0.02,0.83,-1.07,-0.15,0.2,0.91
2024,37,416.5,,,,,,,,,,,,,,,-0.75,,,,,,,,,,,,,,,0.16,0.86,0.47
2024,10,438.5,,,,,,2.19,28.09,1.411,0.521,0.591,78,24.91,14.7,11.39,-0.47,,,,,,-1.37,1.09,2.62,0.78,1.22,0.5,2.46,3.39,2.2,-0.23,0.17,0.44
2024,5,,,,,,,5.81,26.23,0.781,,,77.9,,7.95,,,,,,,,1.03,0.4,-0.67,,,0.47,,-0.69,,-0.26,-0.19,-0.19
2024,42,580.5,37.8,0.92,1933,396,0.63,5.37,29.77,0.537,0.283,0.391,76.2,16.49,8.75,6.35,1.35,-0.27,0.19,-0.87,-0.62,-0.48,0.74,1.71,-1.95,-0.46,0.15,0.07,-0.31,-0.2,-1.05,-0.35,-0.51,-0.16
2024,24,516,36.7,0.78,2669,500,0.71,5.45,26.31,0.943,0.295,0.299,78.9,21.09,9.97,13.76,0.52,-0.51,-0.69,0.69,0.79,0.16,0.79,0.43,0.17,-0.4,-0.34,0.71,1.2,0.53,3.73,-0.31,-0.1,0.33
2024,33,430.5,41,0.8,2111,486,0.87,,,,,,84.4,25.09,13.75,9.97,-0.57,0.43,-0.57,-0.49,0.6,1.45,,,,,,2,2.52,2.82,1.29,-0.45,-0.1,-0.81
2024,35,,41.1,1.11,2627,354,0.51,4.88,27.72,0.893,0.39,0.485,83.7,23.28,10.87,9.7,,0.45,1.4,0.6,-1.18,-1.45,0.41,0.95,-0.09,0.1,0.65,1.84,1.92,1.08,1.11,0.34,0.14,0.49
2024,32,,40.4,0.89,2817,430,0.61,6.57,26.46,0.751,0.216,0.107,81.7,,7.52,5.5,,0.3,0,1.01,-0.16,-0.64,1.53,0.48,-0.83,-0.81,-1.37,1.37,,-0.95,-1.59,-0.42,-0.25,-0.09
2024,49,560,33.5,0.62,2519,538,0.95,7.03,23.08,0.965,0.599,0.459,74.9,14.58,9.29,7.11,1.09,-1.21,-1.71,0.37,1.3,2.1,1.83,-0.77,0.29,1.19,0.51,-0.23,-0.94,0.12,-0.56,-0.97,0.23,-0.55
2024,13,404,,,,,,4.33,27.69,0.755,0.508,0.482,73.6,19.33,10.35,9.52,-0.91,,,,,,0.05,0.94,-0.81,0.71,0.63,-0.54,0.62,0.76,1,-0.35,-0.16,0.65
2024,21,578,37,1,2412,370,0.53,4.42,24.65,0.982,0.802,0.43,67.4,22.24,12.64,11.98,1.32,-0.44,0.7,0.15,-0.97,-1.29,0.11,-0.19,0.38,2.25,0.36,-2,1.58,2.15,2.58,-0.45,-0.17,0.91
2024,11,415.5,37.8,1.03,2998,372,0.65,5.14,27.5,1.001,0.635,0.359,80.7,18.41,13.73,9.06,-0.76,-0.27,0.89,1.39,-0.94,-0.32,0.58,0.87,0.48,1.38,-0.02,1.13,0.32,2.81,0.7,0.33,0.05,0.57
2024,41,420,,,,,,,,,,,,,,,-0.71,,,,,,,,,,,,,,,1.34,1.78,2.14
2024,44,499,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,1.27,0.87,1.12
2024,16,533,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,0.06,0.09,0.97
2024,45,362,,,,,,,,,,,,,,,-1.45,,,,,,,,,,,,,,,1.23,1.12,0.96
2024,4,573,37.3,0.86,2021,448,0.67,,,,,,,,,,1.26,-0.38,-0.19,-0.69,0.09,-0.16,,,,,,,,,,0.58,0.94,0.9
2024,47,400.5,46.7,0.87,2002,474,0.72,,,,,,,,,,-0.96,1.67,-0.12,-0.73,0.44,0.24,,,,,,,,,,1.51,1.62,1.27
2024,16,546,37.9,0.96,2585,366,0.64,,,,,,,,,,0.91,-0.25,0.45,0.51,-1.02,-0.4,,,,,,,,,,-0.15,-0.08,0.95
2024,24,556.5,37.6,0.77,2745,512,0.8,,,,,,,,,,1.04,-0.31,-0.76,0.86,0.95,0.89,,,,,,,,,,0.69,0.93,2.27
