ID,value_ave_GB,value_ConPV_mx,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1
17,483.5,,,,,,,,,,,,,,,
17,465,,,,,,,,,,,,,,,
17,432,,,,,,,,,,,,,,,
17,455,,,,,,,3.43,26.67,0.679,0.222,0.173,80,17.73,11.99,10.07
17,447,,,,,,,,,,,,,,,
17,435,3.08,45.57,1.12,2841.3,0.392,0.514,,,0.735,0.359,0.348,,,,
17,375,,,,,,,,,,,,,,,
17,480,2.95,41.69,0.97,2545.8,0.414,0.554,3.62,26.96,0.505,0.281,0.223,,,,
17,425,,,,,,,,,,,,,,,
17,,2.84,38.55,0.95,2647.2,0.414,0.566,,,,,,81,19.34,12.41,11.08
17,365,,,,,,,,,,,,,,,
17,475,2.97,41.93,1.11,2684.9,0.368,0.504,6.71,23.57,0.495,0.209,0.315,84.5,19.1,11.41,10.08
17,395,2.9,40.15,1,2603.9,0.398,0.536,,,,,,,,,
17,414,2.87,39.44,0.92,2554.5,0.418,0.544,3.99,24.79,0.525,0.239,0.282,79,16.75,9.63,9.39
17,470,3.04,44.65,1.12,2983.3,0.376,0.498,,,,,,,,,
17,465,2.82,37.58,0.83,2327.3,0.47,0.61,3.16,27.04,0.87,,0.583,,,,
17,330,2.8,37.35,0.81,2136.6,0.47,0.614,3.33,25.72,0.59,0.321,0.163,78.5,16.01,10.14,9.43
17,500.5,2.96,41.76,0.92,2455.2,0.43,0.598,5.13,20.57,0.664,0.357,0.369,82,16.88,9.74,9.8
17,,3.01,43.63,1.05,2475.7,0.4,0.532,2.08,27.49,0.605,0.471,0.323,,,,
18,513,,,,,,,,,,,,,,,
18,525.5,2.83,38.63,1.03,2725.5,0.394,0.536,3.03,27.76,0.925,0.171,0.309,,,,
18,555,,,,,,,,,,,,,,,
18,516,2.78,36.96,0.99,2720.4,0.396,0.528,4.92,24.34,0.898,0.352,0.306,,,,
18,525.5,,,,,,,,,,,,,,,
18,513.5,,,,,,,,,,,,,,,
18,542,,,,,,,,,,,,,,,
18,526,,,,,,,,,,,,,,,
18,534.5,2.75,36.48,0.93,2669.2,0.424,0.568,,,,,,,,,
18,508,,,,,,,,,,,,,,,
18,528.5,2.72,35.38,0.89,2645.8,0.426,0.568,,,,,,72.6,21.96,9.26,13.27
18,523,,,,,,,,,,,,,,,
18,,,,,,,,5.74,21.75,0.799,0.397,0.056,,,,
18,535,2.67,33.8,0.83,2653.7,0.43,0.558,3.71,26.86,0.89,0.136,0.3,82.7,21.22,10.31,11.66
18,488,,,,,,,,,,,,,,,
18,501.5,2.73,35.16,0.83,2519.6,0.464,0.612,4.41,24.8,0.939,0.036,0.358,74.6,22.24,9.93,10.38
18,514,,,,,,,,,,,,83.2,22.71,9.54,9.23
18,545,,,,,,,6.24,19.78,1.147,0.297,0.485,82.2,23.27,10.96,10.84
18,,2.67,34.43,0.84,2505.5,0.444,0.58,,,,,,,,,
18,496.5,,,,,,,,,,,,79.7,20.25,9.09,9.83
18,,2.65,32.71,0.75,2283.9,0.444,0.584,,,,,,,,,
18,546,,,,,,,6.22,20.91,1.052,0.102,0.323,76.1,20.71,10.39,10.38
18,,2.84,39,0.97,2700.8,0.408,0.544,,,,,,,,,
18,548,2.91,40.71,0.75,2427.6,0.546,0.77,6.26,21.16,0.901,0.407,0.494,,,,
18,573.5,,,,,,,,,,,,,,,
18,557,2.88,39.86,0.83,2472.6,0.486,0.692,4.06,26,0.877,0.151,,,,,
18,533,,,,,,,,,,,,,,,
18,570.5,2.95,41.84,0.83,2392.3,0.498,0.722,,,,,,,,,
18,552,,,,,,,,,,,,,,,
18,513,2.87,39.51,0.88,2513.8,0.456,0.622,6.49,23.73,0.854,0.133,0.055,78.2,15.31,10.71,8.12
18,541,,,,,,,,,,,,,,,
18,567,2.78,36.78,0.81,2453.2,0.478,0.676,,,,,,78.2,18.35,10.95,9.22
18,577.5,,,,,,,,,,,,77.7,16.98,8.76,9.55
18,572.5,2.88,39.87,0.86,2463.9,0.454,0.654,7.07,23.5,0.85,0.045,0.041,,,,
18,562,2.94,41.53,0.87,2574.2,0.458,0.642,6.38,26.42,1.094,0.443,0.474,74.1,19.92,10.13,13.07
18,571,2.84,38.67,0.8,2423.1,0.488,0.67,,,,,,,,,
18,607,2.86,39.76,0.78,2424,0.494,0.698,,,,,,75.6,22.8,9.5,12.11
18,585,2.86,39.61,0.79,2320.3,0.504,0.69,,,,,,,,,
18,585,2.87,39.87,0.87,2502,0.456,0.646,5.21,23.22,0.785,0.412,0.484,,,,
18,565,2.77,36.75,0.84,2467.2,0.464,0.66,4.34,25.25,0.703,0.076,,71.6,14.15,8.36,6.98
18,535,2.78,36.95,1.01,2670.3,0.38,0.532,7.34,18.86,0.855,0.301,0.184,,,,
18,,2.96,42.53,,,0.366,0.508,1.96,27.96,0.668,0.116,0.056,,,,
19,330.5,,,,,,,,,,,,,,,
19,313,2.78,36.97,0.87,2202.6,0.47,0.608,3.74,28.12,0.961,0.304,0.451,74.4,20.48,8.38,13.96
19,381,,,,,,,,,,,,,,,
19,361.5,,,,,,,,,,,,,,,
19,332,2.7,34.64,0.88,2023.5,0.436,0.578,3.64,27.18,0.943,0.268,0.505,72.3,19.36,8.49,12.99
19,407.5,,,,,,,,,,,,,,,
19,385,2.77,36.21,0.9,2147.2,0.448,0.588,4.35,23.98,0.939,0.266,0.489,74.4,19.93,8.48,12.09
19,408,,,,,,,,,,,,,,,
19,313.5,2.64,32.58,0.86,1865.7,0.42,0.57,,,,,,,,,
19,318.5,,,,,,,,,,,,,,,
19,321,,,,,,,,,,,,,,,
19,382,2.73,35.67,0.89,2209.2,0.436,0.57,4.48,25.69,0.948,0.476,0.489,70.3,17.75,8.62,11.97
19,332.5,,,,,,,,,,,,,,,
19,326.5,2.66,33.75,0.81,1912.8,0.436,0.586,3.12,26.48,0.87,0.331,0.302,,,,
19,337,,,,,,,,,,,,,,,
19,,,,,,,,6.07,20.32,0.869,0.252,0.589,,18.26,7.51,10.36
19,340.5,2.68,33.89,0.85,1987.7,0.442,0.586,4.52,25.26,0.791,0.281,0.533,71.3,20.51,8.48,10.43
19,288.5,,,,,,,,,,,,,,,
19,274.5,2.64,32.84,0.91,2126.6,0.41,0.554,2.95,28.32,0.945,0.415,0.399,68.7,18.26,6.97,10.61
19,307,,,,,,,,,,,,,,,
19,426.5,2.6,32.42,0.99,2241.8,0.374,0.494,,,,,,,,,
19,348,,,,,,,,,,,,,,,
19,321,,,,,,,5.96,20.76,0.781,0.269,0.428,71.8,19.35,6.94,9.59
19,,2.63,32.56,0.8,1798.5,0.474,0.628,,,,,,,,,
19,388,,,,,,,4.99,23.72,0.796,0.282,0.453,69.2,20.17,7.77,10.9
19,,2.69,34.73,0.92,1999.9,0.404,0.544,,,,,,,,,
19,362,,,,,,,4.99,21.49,0.871,0.438,0.57,74.4,19.08,8.04,10.57
19,,2.56,30.86,1.03,2131.5,0.348,0.464,,,,,,,,,
19,348,,,,,,,,,,,,,,,
19,411,2.78,37.3,0.81,1946.6,0.492,0.662,4.99,23.52,0.795,0.367,0.037,,,,
19,383.5,,,,,,,,,,,,,,,
19,375.5,2.64,33.52,0.72,1688.6,0.498,0.708,2.92,27.85,0.98,0.385,0.396,67.7,17.42,9.32,9.42
19,365,,,,,,,,,,,,,,,
19,328.5,2.73,33.95,0.76,1845.3,0.456,0.66,6.23,22.2,0.943,0.346,0.145,,,,
19,365,,,,,,,,,,,,,,,
19,376,2.6,32.23,0.65,1756.4,0.55,0.74,5.9,25.82,0.961,0.305,0.276,69.7,17.23,9.32,9.3
19,429.5,,,,,,,,,,,,,,,
19,444.5,2.61,32.08,0.67,1689.2,0.528,0.728,,,,,,69.7,19.84,,11.07
19,372.5,,,,,,,,,,,,72.3,15.74,7.17,8.36
19,391.5,2.67,33.88,0.76,1733.6,0.472,0.668,3.56,28.92,,0.29,0.44,,,,
19,340,2.58,31.42,0.69,1660.9,0.496,0.676,6.51,27.48,0.934,0.426,0.529,71.3,22.48,,12.29
19,360,,,0.86,1657.1,0.332,0.532,,,,,,,,,
19,424.5,2.65,32.9,0.83,1952.2,0.406,0.586,6.48,26.07,0.8,0.27,0.292,72.3,18.08,7.98,8.58
19,389,2.76,36.08,0.75,1647.3,0.486,0.674,,,,,,,,,
19,444,2.61,31.91,0.78,2053.3,0.49,0.658,5.62,24.08,0.955,0.501,0.433,,,,
19,404,2.65,32.6,0.95,2049.4,0.368,0.516,3.39,25.53,0.966,,0.138,68.7,15.08,7.82,8.02
19,396,2.65,33.49,0.77,1607.2,0.472,0.64,3,23.36,0.782,0.25,0.303,74.4,16.21,8.65,8.84
19,,2.78,37.2,0.78,1913.9,0.504,0.676,3,29.36,0.897,,0.285,,,,
20,,,,,,,,3.77,28.28,0.718,0.137,0.086,80.5,19.43,8.95,8.36
20,563,2.77,36.48,1.01,3176.5,0.418,0.506,3.82,27.22,0.653,,0.112,83.6,18.88,7.16,8.05
20,554,,,,,,,,,,,,,,,
20,592,2.82,37.98,1.17,2962.2,0.35,0.448,4.43,23.84,0.753,,,83.1,17.22,7.6,10.03
20,524.5,,,,,,,,,,,,,,,
20,556,,,,,,,,,,,,,,,
20,554,,,,,,,,,,,,,,,
20,566,2.81,37.75,1.14,3567.2,0.366,0.452,,,,,,,,,
20,525,,,,,,,,,,,,,,,
20,553.5,2.8,37.78,1.07,3032.8,0.386,0.48,3.4,27.85,0.859,0.227,0.113,79.5,18.19,7.01,6.78
20,550.5,,,,,,,,,,,,,,,
20,,,,,,,,6.01,22.23,0.723,,0.037,,,,
20,566.5,2.83,37.96,1.16,3131.7,0.348,0.452,3.29,29.25,0.659,0.166,,79,17.74,7.13,7.49
20,564,,,,,,,,,,,,,,,
20,574,,33.73,1.13,3125.6,0.348,0.436,3.72,28.55,0.681,0.112,,76.4,18.57,7.07,6.81
20,584,,,,,,,,,,,,,,,
20,558.5,2.76,36.44,1.05,2982.8,0.398,0.502,5.09,24.46,0.752,0.122,,79.5,18.71,8.49,7.62
20,596.5,,,,,,,4.73,25.12,0.762,,0.095,,18.99,7.43,8.39
20,,2.86,38.91,1.38,3434.5,0.292,0.374,,,,,,,,,
20,569.5,2.8,37.05,1.29,3426.9,0.32,0.406,,,,,,,,,
20,571,,,,,,,5.26,23.57,,0.18,0.116,80,18.58,,6.62
20,,2.88,39.8,1.49,,0.28,0.356,,,,,,,,,
21,,,,,,,,3.31,26.95,1.204,0.685,0.749,73.1,24.74,10.29,14.57
21,573.5,2.68,33.74,1.12,2783.5,0.302,0.41,1.98,26.54,1.312,0.708,0.528,72.5,23.68,12.33,13.45
21,564,2.73,35.55,1.05,2577.2,0.34,0.466,1.96,26.2,1.11,0.584,0.499,67.9,24.27,9.33,14.42
21,565.5,,,,,,,,,,,,,,,
21,,2.8,37.24,1.13,,0.328,0.432,,,,,,,,,
21,587.5,,,,,,,,,,,,,,,
21,566.5,2.74,35.87,0.98,2413.3,0.368,0.522,2.51,26.83,1.273,0.636,0.525,61.7,27.93,11.18,16.58
21,580.5,,,,,,,,,,,,,,,
21,597,,,,,,,,,,,,,,,
21,587.5,2.69,34.51,1.09,2609.8,0.332,0.458,2.52,27.69,1.246,0.694,0.813,,26,11.41,15.58
21,585.5,,,,,,,,,,,,,,,
21,,,,,,,,,19.92,1.324,0.709,0.924,,26.74,12.88,16.45
21,586,2.69,34.39,1.03,2618.7,0.336,0.47,2.72,28.06,1.064,0.697,0.361,63.7,24.42,10.67,12.63
21,621,,,,,,,,,,,,,,,
21,582,,33.35,1.04,2395.4,0.342,0.476,2.71,25.76,1.167,0.732,0.772,,25.73,11.23,14.02
21,597.5,,,,,,,,,,,,,,,
21,578,2.77,36.69,0.98,2312.8,0.362,0.516,2.94,25.33,1.119,0.584,0.73,,22.72,10.91,15.23
21,585.5,,,,,,,2.3,25.78,1.119,0.78,0.546,67.4,25.25,11.27,15.97
21,,2.73,35.8,1.07,2499.5,0.338,0.458,,,,,,,,,
21,552.5,,,,,,,2.76,25.18,0.988,0.756,0.574,76.7,24.05,10.71,12.92
21,556,,,,,,,3.8,23.31,1.16,0.964,0.693,69.4,23.37,9.17,13
21,,2.72,35.24,1.08,2564.5,0.324,0.444,,,,,,,,,
21,596.5,2.79,37.58,1.11,2545.6,0.334,0.472,5.46,20.9,1.007,0.831,0.675,,,,
21,559,,,,,,,,,,,,,,,
21,575,2.75,36.07,1.03,2594.6,0.358,0.5,3.5,26.3,1.054,0.668,0.366,63.2,18.78,10.33,9.45
21,587,,,,,,,,,,,,,,,
21,549,2.77,36.51,1.17,2806.3,0.32,0.434,,,0.941,0.846,0.443,,,,
21,556,,,,,,,,,,,,,,,
21,564.5,,,,,,,,,,,,,,,
21,572,,,,,,,,,,,,67.4,21.32,11.21,11.12
21,589.5,2.75,36.27,1.05,2482.9,0.358,0.492,1.6,29.57,0.905,0.521,0.222,,,,
21,578,2.78,37.03,1,2411.9,0.37,0.494,4.42,24.65,0.942,0.842,0.4,67.4,22.24,12.64,11.98
21,562.5,2.77,36.75,1.11,2575.1,0.342,0.47,,,,,,,,,
21,578.5,2.75,36.41,1.03,2398,0.358,0.508,2.94,27.24,0.946,0.396,0.327,68.9,21.29,9.94,11.69
21,562.5,2.7,35.03,1.08,2444.3,0.344,0.472,,,,,,,,,
21,593.5,2.81,37.92,0.95,2337,0.406,0.558,1.76,30.58,1.094,0.632,0.604,,,,
21,583,2.78,36.77,0.87,2134.6,,,1.75,28.48,0.812,0.459,0.422,65.3,21.57,11.28,10.94
21,585,2.7,34.68,0.95,2195.6,0.376,0.548,2.83,22.02,0.875,0.777,0.486,67.4,18.94,9.61,10.63
21,,2.75,36.31,0.97,2353.4,0.366,0.522,1.89,29.14,0.946,0.434,0.109,,,,
22,,,,,,,,2.9,27.2,0.765,0.136,0.237,78.1,23.94,9.89,11.41
22,452,2.52,29.55,0.8,2108.5,0.456,0.64,3.39,26.6,0.852,0.215,0.083,79.2,22.31,8.59,9.87
22,475,,,,,,,,,,,,,,,
22,470.5,2.48,28.8,0.8,2181.2,0.446,0.618,2.57,27.31,0.836,0.103,0.207,78.6,23.2,9.69,12.39
22,478.5,,,,,,,,,,,,,,,
22,472.5,2.53,29.92,0.84,2149.7,0.432,0.612,,,,,,,,,
22,490.5,2.51,29.44,0.84,2176.2,0.42,0.596,2.5,26.89,0.828,0.224,0.182,70.3,23.91,9.81,11.54
22,462,,,,,,,,,,,,,,,
22,460,2.49,28.88,0.74,2067.8,0.48,0.672,3.2,27.06,0.743,0.252,0.17,74.5,24.23,9.64,9.43
22,508,,,,,,,,,,,,,,,
22,,,,,,,,5.14,22.12,0.819,0.144,0.118,,22.17,10.2,10.09
22,474.5,2.48,28.77,0.8,2066.7,0.462,0.644,3.4,26.96,0.929,0.326,0.303,81.8,21.94,7.24,9.11
22,463.5,,,,,,,,,,,,,,,
22,467,2.46,28.43,0.72,2060.6,0.48,0.682,3.41,27.17,0.808,0.137,0.307,66.7,22.85,9.86,9.18
22,454.5,,,,,,,,,,,,,,,
22,486.5,,,,,,,,,,,,,,,
22,502.5,2.5,29.21,0.87,,0.408,0.584,4.06,24.12,0.738,0.183,0.375,74.5,22.35,10.29,9.68
22,474.5,,,,,,,3.43,25.66,0.703,0.201,0.348,71.9,23.96,8.43,10.63
22,,2.57,31,0.8,2090.5,0.45,0.65,,,,,,,,,
22,491,,,,,,,3.14,25.07,0.701,0.238,0.377,69.3,22.48,8.82,9.81
22,,2.55,30.44,0.81,2040.9,0.45,0.648,,,,,,,,,
22,504,,,,,,,4.61,22.73,0.827,0.23,0.398,74,22.9,8.55,8.71
22,,2.59,31.41,0.86,2117.5,0.43,0.62,,,,,,,,,
22,,2.5,29.05,0.79,2090.8,0.474,0.668,4.88,25.04,0.808,0.341,0.254,78.1,17.1,11.68,8.99
22,,2.54,30.07,0.77,2069.2,0.496,0.692,,,,,,80.7,17.62,11.32,8.75
22,,,,,,,,,,,,,77.1,,9.71,7.04
22,,2.54,29.97,0.81,2130.9,0.458,0.65,,,,,,,,,
22,,2.53,29.98,0.8,2072.3,0.48,0.682,,28.08,0.812,0.304,0.017,81.8,18.01,12.85,8.41
22,,2.52,29.53,0.8,1993.9,0.476,0.67,,,,,,,,,
22,,2.5,28.99,0.81,2080.5,0.474,0.654,,,,,,76,,9.95,6.97
22,,2.52,29.43,0.77,2058.3,0.488,0.69,,,,,,,,,
22,,2.42,26.92,0.77,2041,0.478,0.66,2.61,27.75,,0.456,0.526,,,,
22,476,2.55,29.91,0.75,2006.5,0.52,0.728,3.48,26.24,0.677,0.262,0.078,76,,10.64,6.42
22,483,2.56,30.59,0.73,1974.3,0.536,0.742,2.87,23.85,0.825,0.492,0.366,75.5,,,
22,,2.59,31.43,0.78,2094,0.488,0.694,2.29,28.8,0.857,0.366,0.3,,,,
23,612.5,,,,,,,,,,,,,,,
23,607.5,2.87,39,0.74,2574.7,0.502,0.702,2.45,26.42,0.48,0.072,0.44,82.2,17.41,6.26,9.27
23,617.5,,,,,,,,,,,,,,,
23,602.5,,,,,,,,,,,,,,,
23,638.5,2.9,40.11,0.8,2729.4,0.472,0.666,4.77,23.47,0.543,0.121,0.551,83.8,16.28,6.7,9.36
23,652.5,,,,,,,,,,,,,,,
23,650,2.95,41.47,0.81,3191.2,0.484,0.668,3.68,23.85,0.429,0.031,0.556,82.7,15.6,6.95,
23,608,,,,,,,,,,,,,,,
23,621,2.94,41.3,0.84,2976.7,0.44,0.616,,,,,,,,,
23,631.5,,,,,,,,,,,,,,,
23,602,2.9,39.97,0.78,2875.2,0.482,0.69,2.94,25.07,0.586,0.122,0.578,80.1,16.2,6.49,10.43
23,610.5,,,,,,,,,,,,,,,
23,611,,,,,,,,,,,,,,,
23,630,2.81,,0.74,2616.8,0.49,0.684,3.87,25.81,0.76,,0.234,80.1,17.81,6.86,8.99
23,599,,,,,,,,,,,,,,,
23,,,,,,,,5.69,21.5,0.713,0.25,0.674,,17.62,7.75,
23,614.5,2.91,40.45,0.77,2650.7,0.482,0.694,3.97,24.93,0.704,0.183,0.33,82.7,16.11,6.05,7.8
23,609.5,,,,,,,,,,,,,,,
23,600,2.84,38.53,0.76,2483.6,0.5,0.706,4.43,25.33,0.586,0.097,0.265,77,16.11,6.29,7.59
23,655.5,,,,,,,,,,,,,,,
23,635,2.9,40.17,0.82,2585.8,0.456,0.646,4.8,22.6,0.692,0.079,0.366,80.1,18.73,6.58,8.08
23,594.5,,,,,,,3.43,22.55,0.911,0.115,0.343,77.5,17.33,6.39,8.3
23,625,2.91,40.85,0.81,2563.5,0.474,0.696,,,,,,,,,
23,626,,,,,,,5.6,19.99,0.871,0.143,0.56,80.1,19.1,6.25,7.6
23,,2.93,40.97,0.8,2772.9,0.478,0.662,,,,,,,,,
23,651,,,,,,,,,,,,82.7,18.29,6.7,8.04
23,,2.91,40.52,0.83,2663.8,0.46,0.664,,,,,,,,,
23,665,2.99,42.41,0.86,3270.5,0.462,0.644,6.16,19.37,0.73,0.096,0.086,,,,
23,617.5,,,,,,,,,,,,,,,
23,618.5,,,,,,,,,,,,,,,
23,657.5,,,,,,,,,,,,,,,
23,641.5,,,,,,,,,,,,,,,
23,641,2.94,41.26,0.77,2851.7,0.494,0.698,,,,,,81.7,14.34,7.26,7.09
23,620.5,,,,,,,,,,,,,,,
23,615.5,2.92,40.34,0.83,2991.2,0.458,0.66,,,,,,78,14.93,7.6,7.29
23,604.5,,,,,,,,,,,,80.6,14.23,6.7,7.57
23,587.5,2.92,40.93,0.84,2924.9,0.462,0.656,,,,,,,,,
23,627.5,2.91,40.67,0.85,3043.3,0.448,0.648,,,,,,,,,
23,629,2.97,42.31,0.86,3045.1,0.442,0.626,,,,,,,,,
23,596.5,2.9,39.86,0.83,2950,0.464,0.648,4.53,24.96,0.722,0.006,0.233,78.5,13.07,6.55,6.69
23,569,,,,,,,,,,,,,,,
23,661,2.98,42.67,0.86,3146.3,0.466,0.632,,,,,,,,,
23,622.5,2.94,41.13,0.83,3126,0.472,0.666,2.14,24.86,0.883,0.169,0.334,,,,
23,624,2.93,40.9,0.83,2977.5,0.47,0.654,3.16,27.52,0.889,0.126,0.492,78,13.61,6.86,7.47
23,639,2.95,41.53,0.8,2926.3,0.472,0.666,5.93,17.26,0.891,,0.416,78,18.54,6.54,8.05
23,,,,,,,,2.91,22.71,0.76,0.098,0.269,,,,
24,,,,,,,,2.38,27.54,0.894,0.309,0.442,83.8,20.72,10.57,17.67
24,550,2.71,34.87,0.96,2928.5,0.398,0.52,,,,,,80.5,21.9,10,16.51
24,489.5,,,,,,,,,,,,,,,
24,511.5,2.73,35.77,0.91,2675.2,0.418,0.546,2.13,25.29,0.698,0.132,0.289,78.4,20.24,8.29,14.27
24,463,,,,,,,,,,,,,,,
24,442,2.71,35.57,0.95,2886.7,0.41,0.522,,,,,,,,,
24,489,,,,,,,,,,,,,,,
24,589,,,,,,,,,,,,,,,
24,527.5,2.82,38.45,0.95,2888.3,0.426,0.552,3.12,25.11,0.882,0.288,0.369,77.8,19.7,8.22,15.14
24,499,,,,,,,,,,,,,,,
24,488.5,2.76,36.71,0.9,2823.8,0.434,0.544,2.56,26.42,0.943,0.105,0.436,76.8,18.12,12.74,10.74
24,460.5,,,,,,,,,,,,,,,
24,,,,,,,,4.4,21.07,0.833,0.257,0.47,76.2,23.9,9.52,9.68
24,436.5,2.74,36.15,0.96,2985.7,0.4,0.518,3.72,25.78,0.874,0.274,0.411,74.1,18.88,8.73,13.53
24,461.5,,,,,,,,,,,,,,,
24,462,,,,,,,,,,,,,,,
24,474,2.67,33.91,1.05,3007.6,0.358,0.468,2.52,26.71,0.883,0.306,0.423,74.1,19.86,10.63,11.15
24,487.5,,,,,,,,,,,,,,,
24,442.5,2.76,36.29,0.94,2949.4,0.426,0.552,3.63,23.22,0.803,0.219,0.304,73,16.95,10.89,9.95
24,440,,,,,,,,,,,,,,,
24,444,,,,,,,2.4,23.84,0.802,0.267,0.359,75.1,18.86,9.05,12.79
24,,2.67,34.1,1.01,2971.5,0.362,0.476,,,,,,,,,
24,,2.72,35.16,0.85,2520.9,0.446,0.584,,,,,,,,,
24,477,,,,,,,,,,,,74.1,18.78,9.66,12.92
24,,2.75,36.35,0.97,2973.5,0.394,0.508,,,,,,,,,
24,477.5,2.89,40.36,1.12,3043.8,0.378,0.504,6.77,21.8,0.728,0.435,0.597,,,,
24,442,,,,,,,,,,,,,,,
24,506,2.88,39.5,1,3019.6,0.418,0.534,2.83,26.54,0.91,,0.467,76.8,17.56,8.73,7.93
24,493,,,,,,,,,,,,,,,
24,474,2.86,39.42,0.86,2827.3,0.488,0.624,6.1,20.97,0.823,0.313,0.139,,,,
24,459,,,,,,,,,,,,,,,
24,507,2.81,37.44,0.85,2827.7,0.466,0.602,5.56,24.82,0.769,0.288,0.274,71.9,19.02,10.42,9.33
24,561.5,,,,,,,,,,,,,,,
24,524,2.85,39.44,0.88,2925.2,0.456,0.586,,,,,,74.1,17.9,11.17,7.26
24,555,,,,,,,,,,,,79.5,15.59,8.22,7.24
24,,2.75,36.3,0.76,2700.9,0.544,0.67,4.52,26.71,0.959,0.24,0.263,,,,
24,516,2.75,36.73,0.78,2668.9,0.5,0.656,5.45,26.31,0.903,0.335,0.279,78.9,21.09,9.97,13.76
24,556.5,2.82,37.56,0.77,2744.9,0.512,0.662,,,,,,,,,
24,529,2.82,38.29,0.74,2652,0.576,0.73,4.63,25.1,0.948,0.4,0.444,76.8,21.34,10.98,13.21
24,562.5,2.83,37.76,0.76,2552.2,0.532,0.676,,,,,,,,,
24,615,,,,,,,,,,,,,,,
24,535.5,2.83,38,0.78,2786.6,0.516,0.664,3.16,25.62,0.835,0.255,0.176,76.8,16.01,7.87,7.44
24,550.5,2.79,37.3,0.9,2777.9,0.442,0.596,5.13,,0.888,,0.152,80,14.8,9.12,8.52
24,,2.82,37.72,0.77,2646,0.542,0.688,2.45,27.36,0.915,0.292,0.229,,,,
25,,2.54,29.27,0.7,2269.4,0.442,0.638,5.82,20.97,0.88,0.509,0.649,78.9,19.53,9.95,11.19
25,338.5,,,,,,,,,,,,,,,
25,245,2.51,28.23,0.64,2328.2,0.506,,6.05,20.98,0.867,0.528,0.78,78.9,20.03,9.67,12.23
25,369,,,,,,,,,,,,,,,
25,366.5,2.6,31.93,0.78,2425.7,0.436,0.616,,,,,,,,,
25,251,,,,,,,,,,,,,,,
25,273.5,2.45,27.65,0.7,2249.2,0.462,0.654,3.75,25,0.751,0.155,0.465,73.7,22.77,8.13,11.32
25,405.5,,,,,,,,,,,,,,,
25,308,2.52,29.11,0.74,2131.8,0.452,0.626,,,,,,,,,
25,335,,,,,,,,,,,,,,,
25,,,,,,,,7.8,16.91,0.846,0.087,0.506,,20.07,8.03,10.28
25,338,2.43,26.79,0.7,2101.7,0.452,0.63,3.35,21.33,0.851,0.366,0.613,78.4,20.13,8.93,9.77
25,333.5,,,,,,,,,,,,,,,
25,458.5,2.44,26.46,0.71,2224.4,0.442,0.626,4.74,20.57,0.878,0.342,0.363,,,,
25,449.5,,,,,,,,,,,,,,,
25,351.5,2.5,28.67,0.71,2378.4,0.464,0.648,,,,,,75.8,22.21,9.77,10.27
25,291.5,,,,,,,,,,,,,,,
25,305,,,,,,,5.87,18.9,0.978,0.575,0.504,,,,
25,,2.5,28.35,0.76,2465.5,0.43,0.6,,,,,,,,,
25,382.5,,,,,,,2.39,,0.904,0.162,0.42,,,,
25,,2.49,28.48,0.77,2354.9,0.436,0.602,,,,,,,,,
25,360.5,,,,,,,2.65,21.17,0.785,0.72,0.445,73.7,21.84,8.68,8.76
25,390.5,,,,,,,6.6,18.4,0.496,0.25,,,,,
25,389.5,,,,,,,,,,,,,,,
25,437.5,,,,,,,2.72,22.98,0.777,0.209,0.064,,,,
25,388.5,2.52,29.4,0.75,2352.3,0.458,0.648,8.35,19.78,0.541,0.117,0.035,,,,
25,376,,,,,,,,,,,,,,,
25,367.5,,,,,,,,,,,,,,,
25,317.5,,,,,,,,,,,,,,,
25,285.5,,,,,,,,,,,,,,,
25,387.5,,,,,,,5.43,21.54,0.643,0.339,0.157,,,,
25,386.5,,,,,,,,,,,,,,,
25,,,,,,,,4.92,21.64,0.637,0.248,0.109,,,,
25,377.5,,,,,,,,,,,,,,,
25,324,,,,,,,2.83,21.83,0.752,0.365,0.391,,,,
25,359.5,,,,,,,2.35,20.29,0.763,0.199,0.369,,,,
25,347,,,,,,,4.21,20.24,0.842,0.345,0.487,,,,
25,,,,,,,,3.18,24.08,0.515,0.055,0.261,,,,
26,353,2.89,40.14,0.69,1971.5,,0.796,5.2,23.17,0.649,0.347,0.411,87,17.15,6.65,7.61
26,391.5,,,,,,,,,,,,,,,
26,361.5,2.9,39.97,0.82,2097.2,0.496,,4.84,23.71,0.827,0.292,0.416,66.5,18.32,6.62,7.92
26,363,,,,,,,,,,,,,,,
26,375.5,,,,,,,,,,,,,,,
26,422.5,,,,,,,,,,,,,,,
26,435.5,3.02,44.05,0.77,2198.6,0.518,0.74,,,,,,,,,
26,387.5,3.11,46.32,0.75,2221.3,0.564,0.81,,,,,,,,,
26,448.5,3.01,43.61,0.74,2181,0.566,0.796,5.56,22.14,0.798,0.436,0.642,82.7,18.65,7.27,9.71
26,475,,,,,,,,,,,,77.8,18.11,6.92,9.57
26,,2.88,39.81,0.78,2205.5,0.524,0.728,,,,,,,,,
26,436.5,,,,,,,,,,,,,,,
26,437,3,43.04,0.79,2055.6,0.532,0.78,5.02,24.21,0.587,0.251,0.144,,,,
