Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2024,1,28,,35.93,0.81,2181.4,0.452,0.658,4.71,24.55,0.831,0.458,0.475,,21.94,8.63,11.04,,-0.67,-0.47,-0.32,0.13,0.31,0.3,-0.23,-0.04,0.47,0.9,,1.48,-0.28,1.97,,,
2024,1,16,,,,,,,3.48,25.47,0.791,0.434,0.316,,,,,,,,,,,-0.51,0.12,-0.26,0.34,0,,,,,,,
2024,1,4,499,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,0.49,0.04,0.09
2024,1,2,435,,,,,,,,,,,,,,,-0.51,,,,,,,,,,,,,,,0.83,-0.25,-0.41
2024,1,49,494.5,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,-1.34,-0.81,0.06
2024,1,26,436.5,,,,,,,,,,,,,,,-0.49,,,,,,,,,,,,,,,-0.35,-0.33,-0.16
2024,1,44,502,,,,,,,,,,,,,,,0.34,,,,,,,,,,,,,,,-1.77,-0.95,-1.07
2024,1,42,547.5,,,,,,,,,,,,,,,0.93,,,,,,,,,,,,,,,0.91,0.11,0.1
2024,1,46,392,,,,,,,,,,,,,,,-1.06,,,,,,,,,,,,,,,-0.74,-0.23,-0.53
2024,1,11,398.5,,,,,,,,,,,,,,,-0.98,,,,,,,,,,,,,,,0.83,0.96,0.44
2024,1,28,418.5,,,,,,,,,,,,,,,-0.73,,,,,,,,,,,,,,,0.74,-0.06,-0.08
2024,1,17,483.5,,,,,,,,,,,,,,,0.11,,,,,,,,,,,,,,,-0.55,-0.36,-0.17
2024,1,8,568.5,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,,,0.83,0.04,-0.17
2024,1,31,445.5,,,,,,,,,,,,,,,-0.38,,,,,,,,,,,,,,,0.83,0.33,0.65
2024,1,40,309,,,,,,,,,,,,,,,-2.13,,,,,,,,,,,,,,,1.11,0.15,-0.13
2024,1,29,352,,,,,,,,,,,,,,,-1.58,,,,,,,,,,,,,,,0.05,0.81,0.1
2024,1,7,546,,,,,,,,,,,,,,,0.91,,,,,,,,,,,,,,,1.06,1.02,1.38
2024,1,9,532,,,,,,,,,,,,,,,0.73,,,,,,,,,,,,,,,0.66,-0.28,-0.22
2024,1,10,448.5,,,,,,,,,,,,,,,-0.34,,,,,,,,,,,,,,,1.08,-0.15,0.08
2024,1,27,365,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,0.67,0.17,-0.31
2024,1,19,348,,,,,,,,,,,,,,,-1.63,,,,,,,,,,,,,,,0.57,-0.06,0.03
2024,2,4,529,40.64,1.08,2358.6,0.358,0.518,6.61,20.85,0.936,0.275,0.338,,,,,0.69,0.38,1.22,0.07,-1.11,-0.92,1.56,-1.6,0.54,-0.51,0.13,,,,,-0.28,-0.08,-0.51
2024,2,28,402,36.38,0.77,2203.6,0.47,0.696,6.34,21.28,0.758,0.248,0.419,,,,,-0.94,-0.57,-0.73,-0.27,0.37,0.64,1.38,-1.44,-0.45,-0.66,0.59,,,,,-0.19,0.16,-0.2
2024,2,6,581,40.08,1.27,3721.5,0.31,0.43,2.23,25.5,0.849,0.516,0.571,,,,,1.36,0.26,2.42,3.02,-1.75,-1.69,-1.34,0.13,0.06,0.79,1.45,,,,,0.02,0.14,-0.35
2024,2,11,404,,,,,,,,,,,,,,,-0.91,,,,,,,,,,,,,,,-0.72,0.18,-0.61
2024,2,23,665,42.41,0.86,3270.5,0.462,0.644,6.16,19.37,0.73,0.096,0.086,,,,,2.43,0.78,-0.16,2.05,0.27,0.18,1.26,-2.15,-0.6,-1.47,-1.31,,,,,-1.02,-0.34,-0.98
2024,2,19,411,37.3,0.81,1946.6,0.492,0.662,4.99,23.52,0.795,0.367,0.037,,,,,-0.82,-0.36,-0.47,-0.82,0.67,0.34,0.48,-0.61,-0.24,-0.02,-1.58,,,,,-0.26,-0.09,-0.34
2024,2,38,550,43.94,1.08,2722.6,0.354,0.514,5.62,22.55,1.253,0.63,0.332,,,,,0.96,1.12,1.22,0.86,-1.16,-0.95,0.9,-0.97,2.29,1.4,0.09,,,,,-0.85,0.07,-0.79
2024,2,27,495,40.75,0.8,2514.6,0.512,0.722,4.91,22.98,1.07,0.487,0.285,,,,,0.26,0.41,-0.54,0.41,0.93,0.87,0.43,-0.81,1.28,0.63,-0.18,,,,,-0.27,-0.01,-0.77
2024,2,8,582.5,41.8,,1573.6,0.386,0.54,3.95,24.57,0.763,0.61,0.179,,,,,1.38,0.64,,-1.63,-0.74,-0.73,-0.2,-0.22,-0.42,1.29,-0.78,,,,,-0.09,0.2,-0.35
2024,2,21,596.5,37.58,1.11,2545.6,0.334,0.472,5.46,20.9,1.007,0.831,0.675,,,,,1.56,-0.3,1.41,0.47,-1.43,-1.32,0.8,-1.58,0.93,2.48,2.04,,,,,-1.43,-0.03,-0.73
2024,2,2,412.5,36.5,0.84,2126.6,0.444,0.652,5.06,23.91,0.763,0.155,0.267,,,,,-0.8,-0.54,-0.29,-0.43,0.03,0.25,0.53,-0.46,-0.42,-1.16,-0.28,,,,,-0.33,-0.26,-0.41
2024,2,18,548,40.71,0.75,2427.6,0.546,0.77,6.26,21.16,0.901,0.407,0.494,,,,,0.93,0.4,-0.85,0.22,1.38,1.28,1.33,-1.48,0.35,0.2,1.01,,,,,-0.88,-0.22,-0.64
2024,2,41,397,32.1,,1810.5,0.42,0.582,3.59,24,0.906,0.51,0.521,,,,,-1,-1.52,,-1.12,-0.29,-0.36,-0.44,-0.43,0.37,0.75,1.16,,,,,-2.18,-1.42,-1.04
2024,2,25,390.5,,,,,,6.6,18.4,0.496,0.25,,,,,,-1.08,,,,,,1.55,-2.51,-1.9,-0.65,,,,,,-0.67,1.13,0.22
2024,2,40,303,40.62,0.82,1995.6,0.464,0.634,6.46,22.37,1.013,0.638,0.366,,,,,-2.21,0.38,-0.41,-0.72,0.29,0.1,1.46,-1.03,0.97,1.44,0.28,,,,,-0.29,-0.46,-0.2
2024,2,15,527.5,36.65,0.65,2522.5,0.526,0.834,,21.31,1.162,0.75,0.875,,,,,0.67,-0.51,-1.48,0.42,1.12,1.84,,-1.43,1.79,2.04,3.18,,,,,1.16,1.04,-0.25
2024,2,29,400,47.93,0.89,1959.8,0.48,0.672,,,,,,,,,,-0.96,2.01,0.03,-0.8,0.51,0.43,,,,,,,,,,-0.13,0.04,-0.04
2024,2,24,477.5,40.36,1.12,3043.8,0.378,0.504,6.77,21.8,0.728,0.435,0.597,,,,,0.03,0.32,1.48,1.55,-0.85,-1.04,1.66,-1.25,-0.61,0.35,1.6,,,,,-1.98,-0.85,-0.93
2024,2,14,559,52.95,,,0.37,0.54,,21.6,0.708,0.461,0.443,,,,,1.08,3.12,,,-0.95,-0.73,,-1.32,-0.72,0.49,0.72,,,,,-0.76,-0.06,-0.54
2024,2,45,,,,,,,6.57,20.84,1.059,,0.408,,,,,,,,,,,1.53,-1.6,1.22,,0.52,,,,,-0.1,0.15,-0.21
2024,2,26,437,43.04,0.79,2055.6,0.532,0.78,5.02,24.21,0.587,0.251,0.144,,,,,-0.49,0.92,-0.6,-0.59,1.2,1.37,0.5,-0.35,-1.39,-0.64,-0.98,,,,,-0.17,-0.14,-0.35
2024,2,9,542,40.83,0.92,2778.8,0.448,0.618,6.49,,0.503,0.096,,,,,,0.86,0.42,0.22,0.98,0.08,-0.04,1.48,,-1.86,-1.47,,,,,,-0.46,-0.14,-0.22
2024,2,35,,40.89,1.13,2588.6,0.356,0.484,4.21,24.57,0.7,0.429,0.189,,,,,,0.44,1.54,0.57,-1.14,-1.22,-0.03,-0.22,-0.77,0.32,-0.72,,,,,-0.49,-0.07,-0.16
2024,2,17,465,,,,,,,,,,,,,,,-0.13,,,,,,,,,,,,,,,-0.05,-0.19,0.15
2024,2,10,441,,,,,,,,,,,,,,,-0.44,,,,,,,,,,,,,,,-0.35,-0.34,-0.79
2024,2,7,526,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,-0.61,-0.67,-0.67
2024,2,31,514.5,40.82,0.76,2096.5,0.548,0.764,4.91,24.29,0.951,0.686,0.454,,,,,0.51,0.42,-0.79,-0.5,1.41,1.23,0.43,-0.32,0.62,1.7,0.78,,,,,-0.03,0.54,0.27
2024,2,32,427.5,43.03,1.01,3033.8,0.386,0.522,4.57,22.9,0.549,0.361,0.248,,,,,-0.61,0.91,0.78,1.53,-0.74,-0.88,0.21,-0.84,-1.6,-0.05,-0.39,,,,,-0.42,0.05,-0.47
2024,2,33,395,,,,,,,,,,,,,,,-1.03,,,,,,,,,,,,,,,-0.89,0.07,-0.55
2024,2,48,468.5,40.24,0.65,1742.8,0.56,0.814,6.82,20.55,0.87,0.359,0.201,,,,,-0.08,0.29,-1.48,-1.27,1.57,1.67,1.7,-1.71,0.17,-0.06,-0.65,,,,,0.04,1.2,-0.24
2024,2,42,497,41.08,1.15,2105.8,0.336,0.476,5.6,20.98,0.658,0.198,0.019,,,,,0.28,0.48,1.66,-0.48,-1.4,-1.29,0.89,-1.55,-1,-0.93,-1.69,,,,,-0.1,-0.16,-0.09
2024,2,12,444,37.09,0.92,2071.5,0.41,0.546,4.89,22.58,1.117,,0.413,,,,,-0.4,-0.41,0.22,-0.55,-0.42,-0.67,0.42,-0.96,1.54,,0.55,,,,,-0.28,0.25,-0.25
2024,2,47,,45.79,0.79,1938.5,0.5,0.738,5.49,22.29,1.014,0.282,0.185,,,,,,1.53,-0.6,-0.84,0.77,1,0.82,-1.06,0.97,-0.47,-0.74,,,,,-0.74,-0.31,-0.49
2024,2,37,,36.27,0.94,2880.6,0.426,0.57,4.42,22.99,0.828,0.424,0.154,,,,,,-0.59,0.34,1.2,-0.21,-0.46,0.11,-0.8,-0.06,0.29,-0.92,,,,,-0.78,-0.39,-0.39
2024,2,34,613,42,1.03,2839.6,0.402,0.54,4.03,24.92,0.795,0.05,0.02,,,,,1.77,0.68,0.91,1.11,-0.53,-0.73,-0.15,-0.09,-0.24,-1.72,-1.68,,,,,-0.76,0.31,0.45
2024,2,1,385,38.19,0.92,2362.8,0.4,0.556,4.12,23.98,0.782,0.206,0.095,,,,,-1.15,-0.16,0.22,0.08,-0.55,-0.59,-0.09,-0.44,-0.31,-0.88,-1.25,,,,,-1.44,-0.27,-0.83
2024,2,44,,41.86,0.85,1771.5,0.444,0.676,6.27,20.78,0.832,0.096,,,,,,,0.65,-0.22,-1.2,0.03,0.46,1.33,-1.62,-0.04,-1.47,,,,,,-0.88,-0.69,-0.9
2024,2,49,412,,,,,,,,,,,,,,,-0.81,,,,,,,,,,,,,,,-2.08,-1.17,-0.95
2024,2,36,,37.3,1.31,2744.5,0.28,0.384,5.04,22.27,1.01,0.606,0.13,,,,,,-0.36,2.67,0.91,-2.15,-2.09,0.52,-1.07,0.95,1.27,-1.06,,,,,-1.03,-1.08,-0.98
2024,2,16,525.5,41.15,0.95,2718.8,0.408,0.548,4.94,24.25,0.833,0.447,0.176,,,,,0.65,0.5,0.41,0.85,-0.45,-0.66,0.45,-0.34,-0.03,0.41,-0.79,,,,,-0.2,0.12,-0.21
2024,2,46,414.5,53.01,0.8,2246.5,0.538,0.776,6.55,21.41,0.982,,0.161,,,,,-0.78,3.14,-0.54,-0.17,1.27,1.34,1.52,-1.39,0.79,,-0.88,,,,,0,0.17,-0.06
2024,2,13,,,,,,,5.19,24.2,0.744,0.115,0.156,,,,,,,,,,,0.62,-0.36,-0.52,-1.37,-0.91,,,,,-1.42,-0.74,-0.82
2024,2,4,543,,,,,,,,,,,,,,,0.87,,,,,,,,,,,,,,,0.11,0.31,-0.64
2024,2,26,398,,,,,,,,,,,,,,,-0.99,,,,,,,,,,,,,,,0.23,0.31,-0.86
2024,2,13,322.5,,,,,,,,,,,,,,,-1.96,,,,,,,,,,,,,,,-0.21,0.43,-0.68
2024,2,32,423,,,,,,,,,,,,,,,-0.67,,,,,,,,,,,,,,,-1.07,-0.15,-0.8
2024,2,46,456.5,,,,,,,,,,,,,,,-0.24,,,,,,,,,,,,,,,0.47,0.65,-0.02
2024,2,1,407,,,,,,,,,,,,,,,-0.87,,,,,,,,,,,,,,,-0.37,0.07,-0.75
2024,2,34,630.5,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,0.37,0.59,0.08
2024,2,12,480,,,,,,,,,,,,,,,0.06,,,,,,,,,,,,,,,0.15,0.26,-0.44
2024,2,44,417.5,,,,,,,,,,,,,,,-0.74,,,,,,,,,,,,,,,-0.3,-0.01,-0.73
2024,2,18,573.5,,,,,,,,,,,,,,,1.26,,,,,,,,,,,,,,,-0.49,-0.32,-0.37
2024,2,14,525,,,,,,,,,,,,,,,0.64,,,,,,,,,,,,,,,-0.65,-0.09,-0.52
2024,2,25,389.5,,,,,,,,,,,,,,,-1.1,,,,,,,,,,,,,,,-0.57,-0.02,0.65
2024,2,7,525.5,,,,,,,,,,,,,,,0.65,,,,,,,,,,,,,,,-1.29,-1.06,-0.95
2024,2,10,446,,,,,,,,,,,,,,,-0.37,,,,,,,,,,,,,,,-0.63,1.31,-1.15
2024,2,40,334.5,,,,,,,,,,,,,,,-1.8,,,,,,,,,,,,,,,0.12,0.22,-0.51
2024,2,11,489,,,,,,,,,,,,,,,0.18,,,,,,,,,,,,,,,-0.28,0.12,-0.49
2024,2,42,527,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,,,,0.2,0.32,-0.21
2024,2,38,550,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,,-0.44,-0.17,-0.39
2024,2,9,529.5,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,,,0.02,0.64,-0.54
2024,2,21,559,,,,,,,,,,,,,,,1.08,,,,,,,,,,,,,,,-0.12,0.19,-1.01
2024,2,24,442,,,,,,,,,,,,,,,-0.42,,,,,,,,,,,,,,,-0.19,0.35,-0.39
2024,2,6,597,,,,,,,,,,,,,,,1.56,,,,,,,,,,,,,,,0.43,0.41,-0.54
2024,2,19,383.5,,,,,,,,,,,,,,,-1.17,,,,,,,,,,,,,,,0.04,0.42,-0.33
2024,2,28,419,,,,,,,,,,,,,,,-0.72,,,,,,,,,,,,,,,0.21,0.45,-0.45
2024,2,49,500,,,,,,,,,,,,,,,0.32,,,,,,,,,,,,,,,-1.43,-0.94,-0.95
2024,2,29,478.5,,,,,,,,,,,,,,,0.04,,,,,,,,,,,,,,,-0.88,-0.49,-0.3
2024,2,8,566.5,,,,,,,,,,,,,,,1.17,,,,,,,,,,,,,,,0.08,0.55,-0.79
2024,2,17,432,,,,,,,,,,,,,,,-0.55,,,,,,,,,,,,,,,0.2,0.96,-0.38
2024,2,23,617.5,,,,,,,,,,,,,,,1.83,,,,,,,,,,,,,,,0.6,1.87,-0.41
2024,2,27,499,,,,,,,,,,,,,,,0.31,,,,,,,,,,,,,,,0.05,0.44,-1.09
2024,2,33,429,,,,,,,,,,,,,,,-0.59,,,,,,,,,,,,,,,-0.52,-0.27,-0.42
2024,3,4,536,39.73,0.99,2149.6,0.41,0.598,3.56,27.76,1.083,0.503,0.659,74.1,14.46,8.38,7.09,0.78,0.18,0.66,-0.38,-0.42,-0.22,-0.46,0.97,1.35,0.72,1.95,-0.42,-0.98,-0.43,-0.57,0.05,0.28,-0.32
2024,3,32,425,39.75,0.87,2897.6,0.42,0.588,3.04,27.45,0.62,0.42,0.154,75.6,,7.38,5.84,-0.64,0.18,-0.1,1.24,-0.29,-0.31,-0.81,0.85,-1.21,0.27,-0.92,-0.07,,-1.03,-1.37,-1.53,-0.62,-1.18
2024,3,35,,39.7,1.1,2634.6,0.37,0.492,2.64,26.58,0.954,0.751,0.487,81.2,21.69,10.45,9.73,,0.17,1.35,0.67,-0.95,-1.15,-1.07,0.53,0.64,2.05,0.97,1.25,1.4,0.82,1.13,0.53,0.83,0.33
2024,3,33,372.5,,,,,,,,,,,82.3,24.31,12.3,9.31,-1.31,,,,,,,,,,,1.51,2.26,1.94,0.86,-0.63,-0.34,-0.68
2024,3,6,663,40.95,1.22,3577.6,0.33,0.448,3.7,26.95,0.585,0.229,0.277,79.5,20.61,,9.09,2.41,0.45,2.11,2.71,-1.48,-1.53,-0.37,0.67,-1.4,-0.76,-0.22,0.85,1.04,,0.72,0.75,0.89,-0.59
2024,3,34,650,45.3,1.06,2898.6,0.4,0.53,2.7,28.34,0.544,0.207,0.129,73,15.27,9.36,6.77,2.24,1.42,1.1,1.24,-0.55,-0.81,-1.03,1.18,-1.63,-0.88,-1.06,-0.68,-0.71,0.17,-0.78,1.04,0.99,-0.04
2024,3,44,453,,0.8,1646.6,0.466,0.718,4.09,25.95,0.744,0.253,0.066,77.2,,9.84,7.3,-0.28,,-0.54,-1.47,0.32,0.83,-0.11,0.29,-0.52,-0.63,-1.42,0.31,,0.46,-0.43,0.39,0.63,-0.36
2024,3,8,517.5,38.44,0.87,1501.6,0.428,0.596,3.78,26.51,0.924,0.555,0.352,70.5,22.47,11.13,8.79,0.54,-0.11,-0.1,-1.79,-0.18,-0.24,-0.32,0.5,0.47,0.99,0.21,-1.27,1.66,1.24,0.53,0.08,0.76,-0.46
2024,3,46,452.5,49.37,0.77,2032.6,0.504,0.766,3.94,25.12,1.083,0.613,0.492,78.8,14.44,,7.86,-0.29,2.33,-0.73,-0.64,0.82,1.25,-0.21,-0.01,1.35,1.31,1,0.68,-0.99,,-0.07,1.03,1.4,0.46
2024,3,18,557,39.86,0.83,2472.6,0.486,0.692,4.06,26,0.877,0.151,,,,,,1.05,0.21,-0.35,0.32,0.59,0.6,-0.13,0.31,0.21,-1.18,,,,,,0.21,0.28,-0.09
2024,3,37,,35,1.06,3062.6,0.354,0.464,3.53,24.58,0.511,0.338,,72.8,12.57,7,5.9,,-0.87,1.1,1.6,-1.16,-1.39,-0.48,-0.21,-1.81,-0.17,,-0.73,-1.6,-1.26,-1.34,-0.28,0.23,-0.34
2024,3,49,501,,,,,,,,,,,,,,,0.33,,,,,,,,,,,,,,,-0.79,0.31,-0.95
2024,3,10,459,,,,,,,,,,,,,,,-0.21,,,,,,,,,,,,,,,-0.57,2.46,-0.47
2024,3,16,507.5,,,,,,4.63,23.53,0.637,0.274,0.121,78.7,20.97,9.83,9.44,0.42,,,,,,0.25,-0.6,-1.11,-0.52,-1.11,0.66,1.16,0.45,0.94,-0.27,0.02,-0.78
2024,3,2,512.5,37.92,0.87,2157.6,0.43,0.63,4.54,24.94,0.841,0.353,0.376,75.8,16.5,,6.91,0.48,-0.22,-0.1,-0.37,-0.16,0.06,0.19,-0.08,0.01,-0.09,0.34,-0.02,-0.31,,-0.68,0.46,0.72,-0.61
2024,3,24,506,39.5,1,3019.6,0.418,0.534,2.83,26.54,0.91,,0.467,76.8,17.56,8.73,7.93,0.4,0.13,0.72,1.5,-0.32,-0.78,-0.95,0.51,0.4,,0.86,0.21,0.04,-0.22,-0.03,0.03,0.62,0.06
2024,3,19,375.5,33.52,0.72,1688.6,0.498,0.708,2.92,27.85,0.98,0.385,0.396,67.7,17.42,9.32,9.42,-1.28,-1.2,-1.04,-1.38,0.74,0.74,-0.89,1,0.78,0.08,0.46,-1.93,-0.01,0.14,0.93,0.48,0.93,0.07
2024,3,48,457.5,44.31,0.69,1976.6,0.556,0.818,3.59,26.03,1.024,0.41,0.185,74,14.25,9.56,6.74,-0.23,1.2,-1.23,-0.76,1.51,1.7,-0.44,0.32,1.03,0.21,-0.74,-0.45,-1.05,0.29,-0.79,1.14,1.03,1.02
2024,3,27,451.5,40.12,0.81,2614.6,0.468,0.684,3.36,27.31,1.053,0.502,0.141,66.7,14.45,10.62,6.38,-0.3,0.27,-0.47,0.62,0.35,0.53,-0.59,0.8,1.19,0.71,-0.99,-2.16,-0.98,0.93,-1.03,0.6,1.34,-0.49
2024,3,29,469.5,50,0.96,2118.6,0.458,0.652,2.81,26.98,0.786,0.107,0.291,76.4,13.95,10.16,6.29,-0.07,2.47,0.47,-0.45,0.21,0.25,-0.96,0.68,-0.29,-1.42,-0.14,0.12,-1.15,0.65,-1.08,-0.84,-0.21,0.28
2024,3,25,437.5,,,,,,2.72,22.98,0.777,0.209,0.064,,,,,-0.48,,,,,,-1.02,-0.81,-0.34,-0.87,-1.43,,,,,-0.04,0.45,-0.2
2024,3,38,520,42.35,1.08,2707.6,0.348,0.496,3.29,28.35,1.066,0.681,0.763,78.9,14.32,9.52,6.01,0.58,0.76,1.22,0.83,-1.24,-1.11,-0.64,1.18,1.26,1.67,2.54,0.71,-1.03,0.26,-1.26,0.08,0.34,-0.12
2024,3,14,552,51.27,1.11,,0.382,0.552,3.43,27.67,0.408,0.475,0.267,81.3,14.16,12.24,7.74,0.99,2.75,1.41,,-0.79,-0.62,-0.55,0.93,-2.38,0.56,-0.28,1.27,-1.08,1.91,-0.15,0.25,0.81,-0.2
2024,3,1,389,37.02,0.84,2263.6,0.428,0.6,2.8,27.06,0.863,0.265,0.129,69.3,19.71,11.05,8.39,-1.1,-0.42,-0.29,-0.14,-0.18,-0.2,-0.97,0.71,0.14,-0.57,-1.06,-1.55,0.75,1.19,0.27,0.55,0.87,-0.42
2024,3,21,575,36.07,1.03,2594.6,0.358,0.5,3.5,26.3,1.054,0.668,0.366,63.2,18.78,10.33,9.45,1.28,-0.64,0.91,0.58,-1.11,-1.08,-0.5,0.42,1.19,1.6,0.28,-2.99,0.44,0.75,0.95,0.86,1.27,-0.18
2024,3,42,530,40.91,0.98,2256.6,0.386,0.576,2.12,27.83,0.528,0.568,0.332,77.2,13.77,9.48,6.3,0.7,0.44,0.6,-0.15,-0.74,-0.41,-1.42,0.99,-1.72,1.06,0.09,0.31,-1.21,0.24,-1.08,0.4,0.83,-0.11
2024,3,13,,,,,,,,,,,,75,16.79,10.76,8.95,,,,,,,,,,,,-0.21,-0.21,1.01,0.63,-0.14,0.63,-0.8
2024,3,12,444,37.28,0.94,2185.6,0.424,0.564,2.97,26.53,0.762,0.188,,72.5,17.27,9.85,5.92,-0.4,-0.37,0.34,-0.31,-0.24,-0.52,-0.85,0.51,-0.42,-0.98,,-0.8,-0.05,0.46,-1.32,1.13,1.36,0.08
2024,3,40,315.5,,,,,,3.62,25.47,0.866,0.659,0.449,77.9,16.78,12.55,6.35,-2.05,,,,,,-0.42,0.12,0.15,1.55,0.76,0.47,-0.22,2.09,-1.05,0.31,0.68,-0.43
2024,3,7,523,,,,,,,,,,,,,,,0.61,,,,,,,,,,,,,,,-1.29,-1.06,-0.95
2024,3,28,369,34.32,0.75,2140.6,0.482,0.698,4.21,24.19,0.85,0.453,0.49,71,20.32,9.71,10.01,-1.36,-1.03,-0.85,-0.4,0.53,0.66,-0.03,-0.36,0.06,0.45,0.99,-1.15,0.95,0.38,1.31,0.01,0.03,-0.57
2024,3,9,556,38.19,0.88,2698.6,0.442,0.614,3.44,26.53,0.71,0.068,0.044,70.4,15.62,8.61,6.91,1.04,-0.16,-0.03,0.81,0,-0.08,-0.54,0.51,-0.71,-1.63,-1.54,-1.29,-0.6,-0.29,-0.68,0.42,1.12,-0.29
2024,3,11,405.5,36.9,1.05,2881.6,0.364,0.49,2.42,25.71,1.122,0.508,0.279,79.2,18.63,10.18,7.27,-0.89,-0.45,1.04,1.2,-1.03,-1.16,-1.22,0.21,1.57,0.74,-0.21,0.78,0.39,0.66,-0.45,-0.16,0.42,0.75
2024,3,47,,42.02,0.75,1922.6,0.502,0.726,4.54,25.53,0.832,0.441,0.098,73.8,17.69,10.97,8.46,,0.69,-0.85,-0.88,0.8,0.9,0.19,0.14,-0.04,0.38,-1.24,-0.49,0.08,1.14,0.31,0.44,0.64,0.05
2024,3,45,,39.47,0.72,1662.6,0.558,0.732,3.99,25.95,1.093,0.659,0.396,81.5,16.13,10.67,7.34,,0.12,-1.04,-1.44,1.54,0.95,-0.18,0.29,1.41,1.55,0.46,1.32,-0.43,0.96,-0.41,0.4,0.36,0.37
2024,3,17,455,,,,,,3.43,26.67,0.679,0.222,0.173,80,17.73,11.99,10.07,-0.26,,,,,,-0.55,0.56,-0.88,-0.8,-0.81,0.97,0.1,1.76,1.35,0.77,1.96,0.4
2024,3,26,443,41.27,0.79,2079.6,0.54,0.79,4.19,27.09,0.678,0.589,0.276,78.4,13.6,7.54,6.71,-0.41,0.52,-0.6,-0.54,1.3,1.46,-0.04,0.72,-0.89,1.18,-0.23,0.59,-1.26,-0.93,-0.81,0.55,0.82,-0.47
2024,3,36,,36.58,1.28,2602.6,0.282,0.392,2.79,27.25,1.075,0.515,0.38,76.4,18.77,9.57,6.75,,-0.52,2.48,0.6,-2.12,-2.02,-0.97,0.78,1.31,0.78,0.36,0.12,0.44,0.29,-0.79,-0.5,0.83,-0.55
2024,3,31,474,39.06,0.77,2183.6,0.506,0.716,3.22,28.29,0.948,0.406,0.388,74,16.3,9.65,6.83,-0.01,0.03,-0.73,-0.31,0.85,0.81,-0.69,1.16,0.61,0.19,0.41,-0.45,-0.37,0.34,-0.74,-1.45,-0.49,-0.98
2024,3,33,,40.66,0.82,2054.8,0.476,0.678,,,,,,,,,,,0.39,-0.41,-0.59,0.45,0.48,,,,,,,,,,-0.29,-0.48,-0.36
2024,3,4,555.5,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,,,0.2,0.81,0.62
2024,3,17,447,,,,,,,,,,,,,,,-0.36,,,,,,,,,,,,,,,1.13,1.33,1.56
2024,3,46,460,,,,,,,,,,,,,,,-0.19,,,,,,,,,,,,,,,1.05,1.99,2.12
2024,3,44,364.5,,,,,,,,,,,,,,,-1.42,,,,,,,,,,,,,,,0.47,1.21,0.68
2024,3,1,408,,,,,,,,,,,,,,,-0.86,,,,,,,,,,,,,,,0.72,1.07,0.17
2024,3,49,470,,,,,,,,,,,,,,,-0.07,,,,,,,,,,,,,,,-0.46,2.17,-0.95
2024,3,10,445,,,,,,,,,,,,,,,-0.39,,,,,,,,,,,,,,,-0.42,1.95,0.28
2024,3,18,533,,,,,,,,,,,,,,,0.74,,,,,,,,,,,,,,,0.23,1.02,0.33
2024,3,48,494.5,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,1.26,1.64,2.05
2024,3,7,497,,,,,,,,,,,,,,,0.28,,,,,,,,,,,,,,,-0.97,-1.03,-0.95
2024,3,33,365,,,,,,,,,,,,,,,-1.41,,,,,,,,,,,,,,,-0.18,-0.45,-0.36
2024,3,27,504,,,,,,,,,,,,,,,0.37,,,,,,,,,,,,,,,0.75,1.52,0.68
2024,3,9,558,,,,,,,,,,,,,,,1.06,,,,,,,,,,,,,,,0.52,1.26,0.31
2024,3,42,556,,,,,,,,,,,,,,,1.04,,,,,,,,,,,,,,,-0.96,-0.17,-0.18
2024,3,12,428,,,,,,,,,,,,,,,-0.6,,,,,,,,,,,,,,,1.27,1.62,0.84
2024,3,23,618.5,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,0.05,0.28,-0.32
