Season,Week,ID,value_ave_GB,value_JHIM.mx,value_FTCT.mx,value_FZVmx,value_EccDur.mn,value_TTPP.mn,value_tm_CV_SMF1,value_mu.vel_CV_SMF1,value_logAdj_pl.up,value_logAdj_pl.fwd,value_logAdj_pl.side,value_HRmu_perc,value_pl.up_CV_SMR1,value_pl.fwd_CV_SMR1,value_pl.side_CV_SMR1,Zscr_BT_ave_GB,Zscr_BT_JHIM.mx,Zscr_BT_FTCT.mx,Zscr_BT_FZVmx,Zscr_BT_EccDur.mn,Zscr_BT_TTPP.mn,Zscr_BT_tm_CV_SMF1,Zscr_BT_mu.vel_CV_SMF1,Zscr_BT_logAdj_pl.up,Zscr_BT_logAdj_pl.fwd,Zscr_BT_logAdj_pl.side,Zscr_BT_HRmu_perc,Zscr_BT_pl.up_CV_SMR1,Zscr_BT_pl.fwd_CV_SMR1,Zscr_BT_pl.side_CV_SMR1,Zscr_WI_TD_acu7,Zscr_WI_HIR_17_acu7,Zscr_WI_VHSR_25_acu7
2023,16,8,,34.69,0.72,1321,0.47,0.676,,,,,,,,,,,-0.44,-1.3,-2.57,0.99,1.16,,,,,,,,,,-0.17,-0.85,-1.28
2023,16,17,,39.23,0.91,2522.9,0.44,0.598,,,,,,,,,,,0.69,-0.11,0.15,0.52,0.38,,,,,,,,,,-0.28,-0.59,-1.21
2023,16,5,533.5,38.94,0.98,2496.9,0.374,0.514,,,,,,,,,,0.61,0.62,0.32,0.09,-0.52,-0.47,,,,,,,,,,-0.2,-0.55,-1.18
2023,16,41,422,29.39,0.77,1850.9,0.458,0.614,,,,,,,,,,-0.69,-1.76,-0.98,-1.37,0.8,0.54,,,,,,,,,,0.44,0.26,0.19
2023,16,38,,41.32,0.97,2514.9,0.37,0.51,,,,,,,,,,,1.22,0.26,0.13,-0.58,-0.51,,,,,,,,,,-0.47,-0.43,-0.53
2023,16,27,,39.18,0.82,2551,0.476,0.674,,,,,,,,,,,0.68,-0.67,0.21,1.08,1.14,,,,,,,,,,-0.32,-0.34,-1.19
2023,16,49,494,30.73,0.6,2779.9,0.522,0.758,,,,,,,,,,0.15,-1.43,-2.04,0.73,1.81,1.98,,,,,,,,,,2.3,-0.15,-0.14
2023,16,2,382.5,35.17,1.04,2129.9,0.354,0.49,,,,,,,,,,-1.15,-0.32,0.7,-0.74,-0.83,-0.71,,,,,,,,,,-0.69,-0.75,-1.45
2023,16,18,,32.71,0.75,2283.9,0.444,0.584,,,,,,,,,,,-0.93,-1.11,-0.39,0.58,0.24,,,,,,,,,,-0.26,-0.41,-0.28
2023,16,34,,41.95,1.01,2856.9,0.406,0.54,,,,,,,,,,,1.37,0.51,0.9,-0.01,-0.2,,,,,,,,,,0.06,-0.53,-0.26
2023,16,28,,36.56,,2534.9,0.38,,,,,,,,,,,,0.03,,0.17,-0.42,,,,,,,,,,,-0.28,-0.63,-1.02
2023,16,9,,37.14,0.88,2515.9,0.426,0.582,,,,,,,,,,,0.17,-0.3,0.13,0.3,0.22,,,,,,,,,,-0.45,-0.91,-1.82
2023,16,14,,39.76,1,2293.9,0.384,0.548,,,,,,,,,,,0.83,0.45,-0.37,-0.36,-0.12,,,,,,,,,,-0.53,-0.78,-0.76
2023,16,22,,30.44,0.81,2040.9,0.45,0.648,,,,,,,,,,,-1.5,-0.74,-0.94,0.68,0.88,,,,,,,,,,-0.41,-0.44,-0.94
2023,16,42,539.5,36.91,0.94,1930,0.38,0.532,,,,,,,,,,0.68,0.11,0.07,-1.19,-0.42,-0.29,,,,,,,,,,0.35,-0.31,-0.06
2023,16,11,,37.8,0.89,2779.9,0.438,0.594,,,,,,,,,,,0.34,-0.24,0.73,0.49,0.34,,,,,,,,,,-0.37,-0.62,-1.3
2023,16,36,,34.31,1.14,2402.9,0.304,0.426,,,,,,,,,,,-0.53,1.32,-0.13,-1.62,-1.35,,,,,,,,,,-0.51,-0.39,-1.22
2023,16,16,507.5,37.18,1.05,2652.9,0.328,0.432,,,,,,,,,,0.31,0.18,0.76,0.44,-1.24,-1.29,,,,,,,,,,-0.55,-0.65,-0.93
2023,16,35,,40.23,1.25,3016.9,0.322,0.418,,,,,,,,,,,0.94,2,1.26,-1.33,-1.43,,,,,,,,,,-0.53,0.01,0.23
2023,16,40,,32.88,0.89,2082.9,0.374,0.528,,,,,,,,,,,-0.89,-0.24,-0.85,-0.52,-0.33,,,,,,,,,,0.23,0.04,-0.19
2023,16,25,,28.48,0.77,2354.9,0.436,0.602,,,,,,,,,,,-1.99,-0.98,-0.23,0.46,0.42,,,,,,,,,,0.19,0.11,0.72
2023,16,24,,35.16,0.85,2520.9,0.446,0.584,,,,,,,,,,,-0.32,-0.49,0.14,0.61,0.24,,,,,,,,,,-1.12,-0.87,-0.88
2023,16,31,465.5,43.12,0.82,2189.9,0.498,0.696,,,,,,,,,,-0.18,1.67,-0.67,-0.61,1.43,1.36,,,,,,,,,,-0.05,-0.49,-1.32
2023,16,19,,34.73,0.92,1999.9,0.404,0.544,,,,,,,,,,,-0.43,-0.05,-1.04,-0.05,-0.16,,,,,,,,,,-0.19,-0.83,-0.98
2023,16,23,,40.97,0.8,2772.9,0.478,0.662,,,,,,,,,,,1.13,-0.8,0.71,1.11,1.02,,,,,,,,,,0.35,-0.66,-1.12
2023,16,10,,35.85,1.14,3186.9,0.314,0.414,,,,,,,,,,,-0.15,1.32,1.65,-1.46,-1.47,,,,,,,,,,-0.48,-0.65,-1.23
2023,16,12,,36.54,0.97,2141.9,0.392,0.534,,,,,,,,,,,0.02,0.26,-0.72,-0.23,-0.27,,,,,,,,,,-0.16,-0.63,-0.74
2023,16,37,,36.19,1.21,3335.9,0.316,0.412,,,,,,,,,,,-0.07,1.75,1.98,-1.43,-1.49,,,,,,,,,,-0.04,-0.48,-0.93
2023,16,33,,35.34,0.84,1927.9,0.44,0.592,,,,,,,,,,,-0.28,-0.55,-1.2,0.52,0.32,,,,,,,,,,0.37,0.24,-0.25
2023,16,7,,29.78,0.82,1969,0.394,0.544,,,,,,,,,,,-1.67,-0.67,-1.11,-0.2,-0.16,,,,,,,,,,-0.14,-0.26,-0.99
2023,16,6,632,40.88,1.2,3463.9,0.32,0.424,,,,,,,,,,1.76,1.11,1.69,2.27,-1.36,-1.37,,,,,,,,,,0.43,-0.31,-0.42
2023,16,32,,39.25,0.92,2996.9,0.412,0.564,,,,,,,,,,,0.7,-0.05,1.22,0.08,0.04,,,,,,,,,,-0.52,-0.3,-0.67
2023,17,30,489.5,,,,,,4.59,21.83,0.903,0.145,0.039,75.7,19.15,6.76,7,0.1,,,,,,0.53,-1.17,-0.22,-1.09,-1.74,-0.22,-0.68,-1.52,-1.38,-0.27,-0.3,-0.39
2023,17,43,579.5,,,,,,,,1.025,0.48,0.494,84,24.02,10.83,9.8,1.15,,,,,,,,0.39,0.73,0.58,1.61,1,0.96,0.08,0.73,0.83,-0.15
2023,17,39,498,,,,,,3.81,23.05,0.867,0.338,0.577,78.1,18.72,8.15,9.15,0.2,,,,,,-0.17,-0.67,-0.39,-0.04,1.01,0.31,-0.83,-0.67,-0.26,0.49,-0.03,0.37
2023,17,3,487,,,,,,6.51,20.08,1.249,0.353,0.501,73.6,22.14,8.92,8.94,0.07,,,,,,2.26,-1.88,1.5,0.04,0.62,-0.69,0.35,-0.21,-0.37,-0.6,-0.55,-1.16
2023,17,20,571,,,,,,5.26,23.57,,0.18,0.116,80,18.58,,6.62,1.05,,,,,,1.13,-0.46,,-0.9,-1.35,0.73,-0.88,,-1.58,-0.72,-1.01,-0.26
2023,17,4,648,,,,,,4.88,21.3,1.135,0.374,0.31,76.6,17.14,7.31,7.33,1.94,,,,,,0.79,-1.39,0.94,0.15,-0.36,-0.02,-1.37,-1.19,-1.21,-0.88,-0.57,-1.18
2023,17,37,436,,,,,,1.86,25.08,0.775,0.155,0.176,70.8,17.59,8.5,8.98,-0.53,,,,,,-1.92,0.15,-0.85,-1.03,-1.04,-1.31,-1.22,-0.46,-0.35,-0.43,-0.4,-0.62
2023,17,11,507.5,,,,,,4.03,23.29,0.994,0.249,,82.8,22.92,9.73,8.42,0.31,,,,,,0.03,-0.58,0.24,-0.52,,1.35,0.62,0.29,-0.64,-0.5,-0.29,-0.55
2023,17,31,496,,,,,,5.17,21.98,1.016,0.236,0.329,78.9,21.98,8.89,6.95,0.17,,,,,,1.05,-1.11,0.35,-0.59,-0.26,0.48,0.29,-0.22,-1.41,-0.28,0.09,-0.92
2023,17,17,521.5,,,,,,,,,,,79,20.63,9.08,10.61,0.47,,,,,,,,,,,0.51,-0.17,-0.11,0.5,-0.42,-0.69,-0.69
2023,17,9,531,,,,,,3.96,25.13,0.878,0.275,0.373,,,,,0.58,,,,,,-0.03,0.17,-0.34,-0.38,-0.03,,,,,-0.89,-0.72,-1.32
2023,17,23,651,,,,,,,,,,,82.7,18.29,6.7,8.04,1.98,,,,,,,,,,,1.32,-0.98,-1.56,-0.84,0.13,-0.51,-0.69
2023,17,2,440.5,,,,,,6.78,19.31,1.082,0.394,0.64,77.8,20.01,7.95,9.67,-0.47,,,,,,2.5,-2.2,0.67,0.26,1.33,0.24,-0.38,-0.8,0.01,-1,-0.97,-1.57
2023,17,5,561.5,,,,,,,,,,,74.7,27.23,8.09,10.1,0.94,,,,,,,,,,,-0.44,2.1,-0.71,0.24,-0.75,-0.84,-1.44
2023,17,32,424,,,,,,,,,,,74.4,17.16,8.46,8.21,-0.66,,,,,,,,,,,-0.51,-1.36,-0.49,-0.75,-0.45,-0.15,-0.28
2023,17,40,207.5,,,,,,,,1.074,0.443,0.539,,,,,-3.19,,,,,,,,0.63,0.53,0.81,,,,,0.32,0.51,0.13
2023,17,41,440.5,,,,,,4.94,19.89,1.014,0.317,0.735,73.5,28.41,10.95,10.56,-0.47,,,,,,0.85,-1.96,0.34,-0.15,1.81,-0.71,2.51,1.03,0.48,0.14,0.24,0.12
2023,17,7,534,,,,,,6.43,20.83,1.022,,0.14,77.6,21.41,8.46,8.26,0.62,,,,,,2.18,-1.58,0.38,,-1.22,0.2,0.1,-0.49,-0.72,-0.06,-0.08,-0.64
2023,17,26,475,,,,,,,,,,,77.8,18.11,6.92,9.57,-0.07,,,,,,,,,,,0.24,-1.04,-1.42,-0.04,1.48,0.79,1.27
2023,17,42,,,,,,,6.4,19.15,0.867,0.643,0.38,,,,,,,,,,,2.16,-2.26,-0.39,1.61,0,,,,,0.51,-0.17,0.83
2023,17,24,477,,,,,,,,,,,74.1,18.78,9.66,12.92,-0.05,,,,,,,,,,,-0.58,-0.81,0.25,1.71,-1.07,-0.94,-0.64
2023,17,49,493.5,,,,,,,,,,,,,,,0.14,,,,,,,,,,,,,,,2.41,3.17,-0.14
2023,17,6,620,,,,,,,,,,,73.8,22.95,9.44,9.73,1.62,,,,,,,,,,,-0.64,0.63,0.11,0.04,0.14,-0.2,-0.06
2023,17,22,504,,,,,,4.61,22.73,0.827,0.23,0.398,74,22.9,8.55,8.71,0.27,,,,,,0.55,-0.8,-0.59,-0.63,0.09,-0.6,0.61,-0.43,-0.49,-0.54,-0.28,-0.39
2023,17,33,438,,,,,,3.63,23.22,0.782,0.32,0.32,,,,,-0.5,,,,,,-0.33,-0.6,-0.82,-0.14,-0.31,,,,,0.4,-0.08,0.42
2023,17,21,556,,,,,,3.8,23.31,1.16,0.964,0.693,69.4,23.37,9.17,13,0.87,,,,,,-0.18,-0.57,1.06,3.36,1.6,-1.62,0.77,-0.05,1.75,-1.07,-0.89,-1.27
2023,17,27,390,,,,,,,,,,,70.6,18.29,8.15,9.44,-1.06,,,,,,,,,,,-1.35,-0.98,-0.67,-0.11,-0.17,0.15,0.24
2023,17,18,546,,,,,,6.22,20.91,1.052,0.102,0.323,76.1,20.71,10.39,10.38,0.76,,,,,,2,-1.54,0.53,-1.32,-0.29,-0.13,-0.14,0.69,0.38,0.15,-0.22,-0.45
2023,17,34,662.5,,,,,,,,,,,75.7,19.77,8.87,7.79,2.11,,,,,,,,,,,-0.22,-0.47,-0.24,-0.97,-0.07,-0.37,0.15
2023,17,28,446,,,,,,6.49,18.62,0.944,0.245,0.388,69.9,22.3,7.99,7.15,-0.41,,,,,,2.24,-2.48,-0.01,-0.55,0.04,-1.51,0.4,-0.77,-1.3,-0.61,-0.18,-0.68
2023,17,36,,,,,,,3.47,24.87,1.156,0.623,0.567,71.8,22.75,12.86,11.41,,,,,,,-0.48,0.07,1.04,1.51,0.96,-1.09,0.56,2.19,0.92,-0.47,-0.36,-0.53
2023,17,8,514,,,,,,,,,,,80.5,29.19,10.82,11.65,0.38,,,,,,,,,,,0.84,2.78,0.95,1.04,-0.34,-0.5,-0.91
2023,17,35,,,,,,,4.35,23.52,0.947,0.367,0.595,80.7,22.1,11.11,10.53,,,,,,,0.32,-0.48,0,0.12,1.1,0.88,0.34,1.13,0.46,-0.27,-0.49,-0.02
2023,17,29,494.5,,,,,,,,,,,,,,,0.16,,,,,,,,,,,,,,,-0.03,0.61,0.81
2023,17,12,453,,,,,,4.27,22.87,1.061,0.249,0.264,74,20.1,8.24,8.52,-0.33,,,,,,0.24,-0.75,0.57,-0.52,-0.59,-0.6,-0.35,-0.62,-0.59,-0.14,-0.4,0.27
2023,17,25,360.5,,,,,,2.65,21.17,0.785,0.72,0.445,73.7,21.84,8.68,8.76,-1.4,,,,,,-1.21,-1.44,-0.8,2.03,0.33,-0.67,0.25,-0.35,-0.46,0.21,-0.26,-0.45
2023,17,1,406,,,,,,4.45,22.38,0.755,0.345,0.143,,,,,-0.87,,,,,,0.41,-0.95,-0.95,0,-1.21,,,,,-0.41,-0.65,-0.25
2023,17,14,521.5,,,,,,4.16,22.92,0.597,0.006,0.093,79.7,19.13,11.07,9.47,0.47,,,,,,0.14,-0.73,-1.74,-1.84,-1.46,0.66,-0.69,1.1,-0.09,-0.87,-0.56,-0.68
2023,17,19,362,,,,,,4.99,21.49,0.871,0.438,0.57,74.4,19.08,8.04,10.57,-1.39,,,,,,0.89,-1.31,-0.37,0.5,0.97,-0.51,-0.7,-0.74,0.48,-0.52,-0.83,-1.14
2023,17,10,386.5,,,,,,3.31,23.06,1.211,0.623,0.832,78.5,21.48,12.93,10.44,-1.1,,,,,,-0.62,-0.67,1.32,1.51,2.31,0.4,0.12,2.24,0.41,-0.81,-0.79,-1.08
2023,17,38,523,,,,,,6.08,20.46,1.268,0.296,0.363,77.9,17.3,8.66,7.91,0.49,,,,,,1.87,-1.73,1.6,-0.27,-0.09,0.26,-1.32,-0.36,-0.91,-0.49,-0.32,-0.78
2023,17,43,,,0.76,1905.8,0.456,0.614,,,,,,,,,,,,-1.05,-1.25,0.77,0.54,,,,,,,,,,0.52,0.49,-0.15
2023,17,39,,37.04,0.95,2807.5,0.39,0.554,,,,,,,,,,,0.15,0.14,0.79,-0.27,-0.06,,,,,,,,,,0.13,-0.03,-0.08
2023,17,4,,37.63,1.02,2354.5,0.366,0.52,,,,,,,,,,,0.29,0.57,-0.24,-0.64,-0.41,,,,,,,,,,-1.03,-0.56,-1.42
2023,17,20,,39.8,1.49,,0.28,0.356,,,,,,,,,,,0.84,3.5,,-1.99,-2.05,,,,,,,,,,-0.44,-0.72,-0.09
2023,17,34,,41.47,1.07,3113.5,0.382,0.496,,,,,,,,,,,1.25,0.88,1.48,-0.39,-0.65,,,,,,,,,,-0.14,-0.34,0.45
2023,17,31,,42.66,0.84,2435.8,0.49,0.68,,,,,,,,,,,1.55,-0.55,-0.05,1.3,1.2,,,,,,,,,,-0.48,0.16,-0.57
2023,17,2,,38,1.08,2227.5,0.35,0.474,,,,,,,,,,,0.39,0.94,-0.52,-0.89,-0.87,,,,,,,,,,-0.95,-0.82,-1.33
2023,17,19,,30.86,1.03,2131.5,0.348,0.464,,,,,,,,,,,-1.4,0.63,-0.74,-0.92,-0.97,,,,,,,,,,-0.7,-0.82,-1.11
2023,17,32,,40.85,0.94,3042.8,0.424,0.58,,,,,,,,,,,1.1,0.07,1.32,0.27,0.2,,,,,,,,,,-0.57,-0.22,-0.39
2023,17,38,,39.73,0.99,2551.5,0.378,0.536,,,,,,,,,,,0.82,0.38,0.21,-0.45,-0.25,,,,,,,,,,-0.65,-0.27,-0.65
2023,17,36,,36.2,1.2,2470.8,0.304,0.424,,,,,,,,,,,-0.06,1.69,0.03,-1.62,-1.37,,,,,,,,,,-0.63,-0.37,-0.53
2023,17,10,386,35.42,1.13,3163.8,0.33,0.438,,,,,,,,,,-1.11,-0.26,1.26,1.59,-1.21,-1.23,,,,,,,,,,-0.97,-0.87,-1.16
2023,17,33,,36.57,0.92,1928.5,0.388,0.522,,,,,,,,,,,0.03,-0.05,-1.2,-0.3,-0.39,,,,,,,,,,0.36,0.08,0.75
2023,17,26,,39.81,0.78,2205.5,0.524,0.728,,,,,,,,,,,0.84,-0.92,-0.57,1.84,1.68,,,,,,,,,,1.38,0.74,1.04
2023,17,14,,41.09,0.99,2408.5,0.398,0.56,,,,,,,,,,,1.16,0.38,-0.11,-0.14,0,,,,,,,,,,-1.02,-0.54,-0.93
2023,17,12,,38.13,0.93,2181.5,0.428,0.574,,,,,,,,,,,0.42,0.01,-0.63,0.33,0.14,,,,,,,,,,-0.27,-0.46,0.35
2023,17,7,550,33.32,0.89,2102.5,0.378,0.546,,,,,,,,,,0.8,-0.78,-0.24,-0.8,-0.45,-0.14,,,,,,,,,,-0.18,-0.05,-0.69
2023,17,42,530,40.53,0.92,1740.8,0.414,0.59,,,,,,,,,,0.57,1.02,-0.05,-1.62,0.11,0.3,,,,,,,,,,0.51,-0.07,0.53
2023,17,22,,31.41,0.86,2117.5,0.43,0.62,,,,,,,,,,,-1.26,-0.42,-0.77,0.36,0.6,,,,,,,,,,-0.71,-0.3,-0.66
2023,17,29,466.5,49.2,1.05,,0.41,0.536,,,,,,,,,,-0.17,3.18,0.76,,0.05,-0.25,,,,,,,,,,-0.05,0.57,0.26
2023,17,28,,35.91,0.88,2499.5,0.404,0.566,,,,,,,,,,,-0.14,-0.3,0.09,-0.05,0.06,,,,,,,,,,-0.73,-0.26,-0.68
2023,17,40,255.5,38.06,0.8,1981.5,0.448,0.612,,,,,,,,,,-2.63,0.4,-0.8,-1.08,0.64,0.52,,,,,,,,,,-0.05,0.6,0.19
2023,17,41,,27.53,0.85,1897.5,0.406,0.556,,,,,,,,,,,-2.23,-0.49,-1.27,-0.01,-0.04,,,,,,,,,,0.26,0.39,-0.01
2023,17,35,,41.83,1.36,3187.5,0.296,0.384,,,,,,,,,,,1.34,2.69,1.65,-1.74,-1.77,,,,,,,,,,-0.23,-0.41,-0.43
2023,17,23,,40.52,0.83,2663.8,0.46,0.664,,,,,,,,,,,1.02,-0.61,0.46,0.83,1.04,,,,,,,,,,-0.17,-0.42,-0.17
2023,17,17,,43.24,1.13,2726.5,0.38,0.514,,,,,,,,,,,1.7,1.26,0.61,-0.42,-0.47,,,,,,,,,,-0.63,-0.74,-0.48
2023,17,6,,41.5,1.09,2897.5,0.362,0.502,,,,,,,,,,,1.26,1.01,0.99,-0.71,-0.59,,,,,,,,,,0.02,-0.29,-0.09
2023,17,8,,34.84,0.76,1308.5,0.466,0.65,,,,,,,,,,,-0.4,-1.05,-2.6,0.93,0.9,,,,,,,,,,-0.48,-0.47,-0.96
2023,17,37,,36.85,1.27,3404.8,0.294,0.382,,,,,,,,,,,0.1,2.13,2.14,-1.77,-1.79,,,,,,,,,,-0.56,-0.38,-0.58
2023,17,18,,39,0.97,2700.8,0.408,0.544,,,,,,,,,,,0.64,0.26,0.55,0.02,-0.16,,,,,,,,,,0.21,-0.06,-0.19
2023,17,21,,35.24,1.08,2564.5,0.324,0.444,,,,,,,,,,,-0.3,0.94,0.24,-1.3,-1.17,,,,,,,,,,-1.27,-0.9,-1.41
2023,17,27,505.5,38.99,0.83,2654.5,0.466,0.648,,,,,,,,,,0.28,0.63,-0.61,0.44,0.93,0.88,,,,,,,,,,-0.39,0.06,0.55
2023,17,9,515.5,37.24,0.93,2548.5,0.42,0.562,,,,,,,,,,0.4,0.2,0.01,0.2,0.2,0.02,,,,,,,,,,-1.03,-0.67,-1.21
2023,17,49,,28.07,0.6,2897.8,0.522,0.73,,,,,,,,,,,-2.09,-2.04,0.99,1.81,1.7,,,,,,,,,,2.22,3.17,-0.14
2023,17,11,,41.57,0.98,2950.5,0.404,0.562,,,,,,,,,,,1.28,0.32,1.11,-0.05,0.02,,,,,,,,,,-0.62,-0.33,-0.72
2023,17,24,,36.35,0.97,2973.5,0.394,0.508,,,,,,,,,,,-0.03,0.26,1.16,-0.2,-0.53,,,,,,,,,,-0.46,-0.7,-0.54
2023,17,1,,34.19,,,0.26,0.342,,,,,,,,,,,-0.56,,,-2.31,-2.19,,,,,,,,,,-0.44,-0.62,-0.36
2024,1,4,531,39.92,1.06,2292.4,0.36,0.522,4.22,24.88,1.103,0.469,,78.2,16.64,7,7.44,0.72,0.22,1.1,-0.07,-1.09,-0.88,-0.03,-0.1,1.46,0.53,,0.54,-0.26,-1.26,-0.34,,,
2024,1,9,546,39.04,0.88,2656.4,0.456,0.622,4.9,24.9,0.871,0.459,0.555,76.3,21.31,8.44,10.23,0.91,0.03,-0.03,0.71,0.19,-0.01,0.43,-0.1,0.18,0.48,1.36,0.1,1.28,-0.39,1.45,,,
2024,1,10,394,,,,,,4.2,23.97,,0.362,0.276,80,15.48,9.26,,-1.04,,,,,,-0.04,-0.44,,-0.04,-0.23,0.97,-0.64,0.1,,,,
2024,1,38,,,,,,,4.25,24.04,1.303,0.728,0.307,,,,,,,,,,,-0.01,-0.41,2.57,1.93,-0.05,,,,,,,
2024,1,11,,,,,,,,,,,,75.5,27.7,13.98,9.82,,,,,,,,,,,,-0.09,3.38,2.96,1.19,,,
2024,1,49,497,31.91,0.57,2831.4,0.582,0.856,,,,,,73.8,14.28,7.09,6.44,0.28,-1.56,-1.98,1.09,1.86,2.04,,,,,,-0.49,-1.04,-1.21,-0.99,,,
2024,1,2,422,36.17,0.83,2087.4,0.456,0.652,6.24,22.38,0.817,0.226,0.384,77.8,19.25,6.66,9.36,-0.68,-0.61,-0.35,-0.52,0.19,0.25,1.31,-1.03,-0.12,-0.78,0.39,0.45,0.6,-1.47,0.89,,,
2024,1,44,,40.73,,1786.4,0.432,0.636,6.17,21.96,0.844,0.122,0.057,,15.87,6.72,6.75,,0.4,,-1.17,-0.13,0.11,1.27,-1.19,0.03,-1.33,-1.47,,-0.52,-1.43,-0.79,,,
2024,1,45,,41.65,0.76,1755.4,0.55,0.708,5.69,22.15,0.834,0.332,0.182,85.4,,,8.46,,0.61,-0.79,-1.24,1.43,0.74,0.95,-1.12,-0.02,-0.2,-0.76,2.24,,,0.31,,,
2024,1,34,,,,,,,2.49,27.21,0.826,0.236,0.101,,,,,,,,,,,-1.17,0.76,-0.07,-0.72,-1.22,,,,,,,
2024,1,46,,,0.77,2169.4,0.556,0.828,5.62,22.32,0.888,0.02,0.446,83.2,21.07,6.05,7.73,,,-0.73,-0.34,1.51,1.79,0.9,-1.05,0.27,-1.88,0.74,1.72,1.2,-1.84,-0.16,,,
2024,1,1,,,,,,,4.77,23.69,0.541,0.101,0.202,,,,,,,,,,,0.34,-0.54,-1.65,-1.45,-0.65,,,,,,,
2024,1,18,538.5,,,,,,4.1,24.88,0.861,0.512,0.424,,,,,0.81,,,,,,-0.1,-0.1,0.12,0.76,0.61,,,,,,,
2024,1,12,,,,,,,4.41,24.79,0.914,0.504,0.189,,,,,,,,,,,0.1,-0.14,0.42,0.72,-0.72,,,,,,,
2024,1,32,,,,,,,4.02,25.25,0.764,0.297,0.084,80.6,17.09,7.52,6.89,,,,,,,-0.16,0.03,-0.41,-0.39,-1.32,1.11,-0.11,-0.95,-0.7,,,
2024,1,27,405,42.25,0.84,2529.4,0.48,0.69,3.14,25.44,0.952,0.382,0.392,70.1,20.96,8.34,9.03,-0.9,0.74,-0.29,0.44,0.51,0.59,-0.74,0.1,0.63,0.06,0.43,-1.36,1.16,-0.45,0.68,,,
2024,1,48,,45.19,0.68,1940.4,0.584,0.838,,,,,,,,6.41,10.97,,1.4,-1.29,-0.84,1.88,1.88,,,,,,,,-1.62,1.93,,,
2024,1,42,517.5,40.88,1.06,2461.4,0.348,0.5,3.48,25.74,0.841,0.158,0.055,,18.22,8.34,9.99,0.54,0.44,1.1,0.29,-1.24,-1.08,-0.51,0.22,0.01,-1.14,-1.48,,0.26,-0.45,1.3,,,
2024,1,47,,45.44,0.78,1849.4,0.506,0.738,5.6,24.02,0.99,0.561,0.377,80.2,19.86,7.45,8.74,,1.45,-0.66,-1.04,0.85,1,0.89,-0.42,0.84,1.03,0.35,1.01,0.8,-0.99,0.49,,,
2024,1,19,449.5,34.6,0.75,1772.4,0.506,0.704,4.58,25.06,,0.171,0.041,69.2,13.97,7.25,8.07,-0.33,-0.96,-0.85,-1.2,0.85,0.71,0.21,-0.04,,-1.07,-1.56,-1.57,-1.14,-1.11,0.06,,,
2024,1,26,449.5,44.34,0.72,2055.4,,,4.79,25.24,0.684,0.242,0.104,80,18.8,6.7,8.85,-0.33,1.21,-1.04,-0.59,,,0.35,0.03,-0.85,-0.69,-1.2,0.97,0.45,-1.44,0.56,,,
2024,1,15,,,,,,,5.78,21.96,1.32,0.785,0.674,78.9,17.77,8.85,9.28,,,,,,,1.01,-1.19,2.67,2.23,2.03,0.71,0.11,-0.14,0.84,,,
2024,1,40,,,,,,,3.66,25.36,1.075,0.791,0.563,78.9,22.3,10.14,9.47,,,,,,,-0.4,0.08,1.31,2.26,1.4,0.71,1.6,0.64,0.96,,,
2024,1,5,435,,,,,,4.48,23.65,0.961,0.358,0.529,76.8,25.65,7.56,10.79,-0.51,,,,,,0.15,-0.56,0.68,-0.06,1.21,0.21,2.7,-0.92,1.81,,,
2024,1,7,496,33.79,0.82,1925.4,0.426,0.64,5.22,23.69,0.883,0.046,0.3,,18.84,6.88,9.16,0.27,-1.14,-0.41,-0.87,-0.21,0.15,0.64,-0.54,0.25,-1.74,-0.09,,0.46,-1.33,0.76,,,
2024,1,14,545,,,,,,3.58,25.64,0.569,0.188,0.158,,,,,0.9,,,,,,-0.45,0.18,-1.49,-0.98,-0.9,,,,,,,
2024,1,8,575.5,39.57,0.84,1523.4,0.436,0.624,3.78,25,0.774,0.508,0.343,79.5,25.65,11.84,9.92,1.29,0.14,-0.29,-1.74,-0.08,0.01,-0.32,-0.06,-0.36,0.74,0.15,0.85,2.7,1.66,1.25,,,
2024,1,29,435,47.82,0.92,2045.4,0.462,0.652,4.02,26.6,0.73,0.159,0.233,79.3,19.36,6.49,7.44,-0.51,1.98,0.22,-0.61,0.27,0.25,-0.16,0.54,-0.6,-1.14,-0.47,0.8,0.63,-1.57,-0.34,,,
2024,1,17,418.5,45.6,1.14,2904.4,0.382,0.502,3.04,26.75,0.487,0.349,0.238,,,,,-0.73,1.49,1.6,1.25,-0.79,-1.06,-0.81,0.59,-1.95,-0.11,-0.44,,,,,,,
2024,1,25,,,,,,,4.9,21.65,0.482,0.181,0.003,,,,,,,,,,,0.43,-1.3,-1.97,-1.02,-1.78,,,,,,,
2024,1,21,,,,,,,2.64,25.43,1.069,0.566,0.523,,,,,,,,,,,-1.07,0.1,1.28,1.05,1.18,,,,,,,
2024,1,6,,40.2,1.27,3764.4,0.318,0.422,5.32,22.86,0.718,0.379,0.442,83.6,21.94,7.42,12.69,,0.28,2.42,3.12,-1.64,-1.76,0.7,-0.85,-0.67,0.05,0.72,1.81,1.48,-1.01,3.04,,,
2024,1,31,489,36.09,0.75,2075.4,0.524,0.754,2.97,27.31,,0.573,0.371,77.9,21.85,10.54,8.35,0.18,-0.63,-0.85,-0.55,1.09,1.14,-0.85,0.8,,1.09,0.31,0.47,1.45,0.88,0.24,,,
